Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Kelsey Johnson,19,3.76,1,10,Criminal Justice,Sophomore
Abby Thomas,18,1.98,0,20,Bio Med,Freshman
Kelsey Hernandez,15,2.29,1,3,Marketing,Sophomore
Emm Miller,14,1.09,2,29,Computer Science,Freshman
Dutch Anderson,16,1.25,1,43,Criminal Justice,Junior
Abby Lopez,19,3.84,2,46,Criminal Justice,Junior
Nate Lopez,15,1.14,1,52,Criminal Justice,Freshman
Alice Wilson,16,1.31,2,60,Bio Med,Senior
Vihaan Taylor,17,1.78,0,26,Marketing,Senior
Cal Brown,15,4.38,2,10,Computer Science,Junior
Nate Martin,15,1.66,2,38,Bio Med,Sophomore
Nate Anderson,19,3.28,0,57,Marketing,Sophomore
Manny Wilson,19,3.09,1,13,Marketing,Junior
Sam Gonzalez,14,3.02,3,2,Early College,Freshman
Manny Miller,17,3.84,1,34,Marketing,Freshman
Joe Miller,19,3.78,1,26,Computer Science,Junior
Emm Jackson,18,1.28,1,27,Bio Med,Sophomore
Avery Garcia,18,0.99,1,1,Business,Junior
Joe Garcia,15,2.7,3,36,Criminal Justice,Senior
Emm Miller,18,2.82,1,18,Business,Senior
Dutch Williams,18,3.8,0,13,Construction,Senior
Abby Williams,17,1.9,3,31,Early Childhood Education,Junior
Alice Thomas,19,1.84,2,60,Early College,Freshman
Manny Moore,19,1.33,2,30,Business,Junior
Dutch Davis,14,3.15,3,52,Business,Freshman
Cal Miller,18,1.28,0,25,Computer Science,Sophomore
Nate Hernandez,15,3.81,1,11,Computer Science,Junior
Nate Wilson,15,3.58,3,15,Marketing,Senior
Azria Martin,17,2.65,1,53,Culinary,Sophomore
Abby Martinez,15,1.94,3,19,Early Childhood Education,Junior
Emm Martinez,18,0.44,1,57,Construction,Junior
Joe Jackson,16,1.88,3,12,Culinary,Junior
Azria Davis,14,3.84,0,55,Business,Freshman
Joe Rodriguez,18,0.74,2,37,Construction,Junior
Sujay Miller,15,1.15,1,33,Culinary,Sophomore
Joe Garcia,16,1.88,2,46,Engineering,Junior
Sujay Wilson,16,0.52,1,5,Marketing,Freshman
Avery Brown,19,2.54,1,37,Early Childhood Education,Sophomore
Josh Thomas,18,1.96,3,13,Early Childhood Education,Sophomore
Avery Wilson,17,0.66,2,36,Early Childhood Education,Freshman
Sam Rodriguez,14,1.77,1,41,Construction,Sophomore
Abby Gonzalez,15,2.39,0,8,Early College,Senior
Kelsey Martinez,17,2.14,1,45,Bio Med,Sophomore
Sujay Rodriguez,16,0.32,2,33,Early Childhood Education,Junior
Alice Brown,15,2.32,3,59,Bio Med,Freshman
Vihaan Hernandez,17,1.22,1,6,Business,Sophomore
Sam Miller,15,2.68,0,45,Early Childhood Education,Sophomore
Abby Miller,19,3.29,2,26,Bio Med,Junior
Joe Smith,15,3.83,2,51,Early College,Sophomore
Azria Martin,14,4.36,2,42,Bio Med,Sophomore
Alice Brown,15,2.21,1,40,Construction,Sophomore
Cal Johnson,18,0.71,0,1,Early College,Sophomore
Josh Rodriguez,19,0.34,2,60,Early Childhood Education,Senior
Vihaan Thomas,14,4.04,1,18,Marketing,Senior
Sam Martin,19,0.61,1,39,Culinary,Senior
Azria Brown,15,2.13,0,16,Business,Freshman
Azria Davis,15,1.61,2,35,Marketing,Junior
Alice Johnson,17,3.43,0,27,Computer Science,Freshman
Josh Johnson,16,0.51,0,60,Business,Freshman
Avery Davis,15,2.18,1,10,Engineering,Senior
Gavin Gonzalez,18,1.0,3,13,Bio Med,Sophomore
Avery Garcia,17,0.42,0,0,Bio Med,Junior
Dutch Jackson,15,2.27,1,7,Computer Science,Senior
Vihaan Davis,16,0.49,0,33,Early Childhood Education,Sophomore
Joe Jones,17,1.04,2,49,Engineering,Freshman
Josh Anderson,19,3.96,1,57,Construction,Junior
Vihaan Taylor,16,1.54,0,60,Criminal Justice,Senior
Azria Wilson,16,3.07,3,3,Business,Sophomore
Cal Brown,18,2.43,0,53,Business,Sophomore
Sam Moore,18,1.5,2,5,Criminal Justice,Freshman
Vihaan Smith,14,1.82,2,6,Computer Science,Junior
Manny Moore,15,0.79,1,42,Marketing,Sophomore
Sam Miller,16,0.75,1,53,Business,Freshman
Alice Brown,15,2.21,0,33,Bio Med,Sophomore
Sujay Johnson,15,3.08,1,37,Engineering,Sophomore
Manny Moore,19,3.8,3,17,Business,Senior
Abby Taylor,16,0.49,1,23,Bio Med,Sophomore
Azria Gonzalez,19,3.2,3,6,Bio Med,Senior
Emm Johnson,19,0.99,3,30,Engineering,Junior
Nate Rodriguez,14,2.72,2,15,Culinary,Sophomore
Dutch Wilson,19,3.25,3,23,Culinary,Junior
Joe Davis,18,4.0,2,27,Marketing,Sophomore
Sujay Davis,14,3.93,3,43,Computer Science,Freshman
Avery Jones,16,0.55,0,46,Business,Senior
Sujay Garcia,14,3.05,1,60,Construction,Junior
Vihaan Jackson,19,1.58,2,51,Early Childhood Education,Sophomore
Vihaan Johnson,14,1.96,1,37,Construction,Sophomore
Emm Martinez,15,2.9,1,18,Engineering,Senior
Azria Garcia,16,2.09,2,7,Bio Med,Sophomore
Joe Williams,14,1.91,0,11,Business,Freshman
Nate Lopez,17,0.81,2,38,Computer Science,Freshman
Kelsey Lopez,17,2.34,3,23,Bio Med,Senior
Avery Williams,19,2.42,0,7,Engineering,Senior
Azria Johnson,15,3.73,2,9,Business,Senior
Cal Taylor,16,1.33,2,55,Culinary,Sophomore
Manny Anderson,18,1.55,3,11,Computer Science,Sophomore
Alice Taylor,16,1.39,0,19,Culinary,Senior
Vihaan Hernandez,16,1.44,0,39,Culinary,Senior
Joe Jackson,15,3.06,2,60,Marketing,Junior
Azria Brown,17,3.76,3,39,Early College,Sophomore
Avery Wilson,17,0.91,1,34,Computer Science,Senior
Avery Jackson,18,4.09,3,56,Criminal Justice,Freshman
Vihaan Davis,17,2.07,0,9,Marketing,Sophomore
Sujay Lopez,19,1.13,1,24,Culinary,Junior
Abby Brown,15,3.85,0,2,Computer Science,Junior
Avery Smith,14,2.26,2,14,Bio Med,Freshman
Kelsey Taylor,16,0.63,0,45,Early Childhood Education,Freshman
Nate Moore,18,1.44,0,54,Bio Med,Junior
Sujay Taylor,17,3.06,0,58,Early College,Senior
Emm Jones,16,3.9,0,37,Business,Freshman
Joe Hernandez,16,2.0,0,18,Marketing,Senior
Nate Moore,16,1.26,0,13,Marketing,Freshman
Josh Rodriguez,16,3.76,3,28,Marketing,Sophomore
Emm Jackson,14,3.36,3,33,Early College,Senior
Azria Smith,18,3.91,1,9,Marketing,Sophomore
Azria Gonzalez,19,4.3,1,0,Engineering,Junior
Alice Lopez,19,4.32,0,21,Marketing,Freshman
Alice Davis,16,1.18,1,10,Culinary,Junior
Josh Martinez,15,2.59,2,45,Bio Med,Sophomore
Manny Martinez,18,4.05,2,19,Business,Sophomore
Emm Gonzalez,18,2.59,1,46,Marketing,Junior
Sujay Smith,18,1.83,3,19,Engineering,Sophomore
Sam Wilson,17,1.81,1,44,Culinary,Junior
Dutch Miller,14,0.99,1,21,Business,Sophomore
Azria Smith,16,1.8,2,58,Marketing,Freshman
Gavin Williams,15,2.64,3,51,Engineering,Senior
Vihaan Lopez,16,0.88,1,4,Criminal Justice,Freshman
Abby Anderson,17,0.97,2,17,Bio Med,Sophomore
Kelsey Hernandez,17,3.31,2,37,Bio Med,Junior
Joe Rodriguez,18,2.08,1,37,Culinary,Senior
Nate Martin,19,3.38,1,46,Construction,Junior
Joe Jackson,18,1.52,3,21,Business,Sophomore
Nate Garcia,16,4.1,2,55,Early College,Sophomore
Sujay Moore,17,0.91,1,40,Bio Med,Freshman
Emm Jackson,16,4.28,0,18,Early College,Senior
Dutch Williams,16,1.89,3,50,Engineering,Sophomore
Josh Moore,14,0.67,3,47,Engineering,Sophomore
Vihaan Johnson,19,4.12,1,14,Computer Science,Sophomore
Josh Taylor,18,1.0,2,31,Culinary,Sophomore
Manny Davis,15,0.41,0,3,Bio Med,Junior
Joe Johnson,15,2.81,2,12,Criminal Justice,Sophomore
Emm Jones,17,4.0,2,59,Business,Freshman
Nate Lopez,17,1.28,2,2,Engineering,Freshman
Azria Thomas,16,0.4,2,25,Business,Freshman
Cal Martinez,16,3.03,2,25,Business,Senior
Alice Wilson,16,3.32,1,23,Criminal Justice,Junior
Josh Smith,14,0.69,3,60,Engineering,Junior
Gavin Anderson,14,2.0,2,51,Business,Freshman
Joe Thomas,14,4.04,2,46,Marketing,Senior
Manny Smith,19,0.57,2,28,Criminal Justice,Junior
Dutch Rodriguez,15,2.57,2,21,Criminal Justice,Sophomore
Avery Thomas,19,1.35,2,23,Criminal Justice,Senior
Kelsey Martinez,19,2.28,2,41,Construction,Senior
Josh Wilson,17,3.49,2,53,Engineering,Senior
Emm Rodriguez,15,2.61,1,31,Engineering,Junior
Azria Williams,16,1.5,2,53,Business,Senior
Vihaan Thomas,15,3.95,2,32,Early College,Senior
Avery Anderson,19,0.63,2,12,Computer Science,Junior
Josh Rodriguez,14,1.72,2,1,Marketing,Sophomore
Avery Davis,18,2.76,0,4,Bio Med,Freshman
Alice Hernandez,16,1.7,0,54,Early College,Freshman
Vihaan Miller,19,4.2,0,12,Engineering,Senior
Alice Martinez,17,4.11,1,10,Marketing,Junior
Alice Davis,18,3.9,2,26,Early College,Sophomore
Nate Martinez,16,4.2,0,27,Computer Science,Senior
Nate Rodriguez,19,4.23,2,19,Culinary,Freshman
Josh Rodriguez,17,0.39,3,21,Early College,Sophomore
Nate Hernandez,19,1.62,3,56,Business,Sophomore
Azria Hernandez,18,3.92,0,52,Early College,Sophomore
Nate Davis,18,0.97,2,51,Business,Junior
Kelsey Gonzalez,15,3.56,0,42,Computer Science,Sophomore
Avery Wilson,19,2.39,3,19,Early Childhood Education,Sophomore
Avery Wilson,15,0.76,1,33,Culinary,Junior
Avery Gonzalez,16,2.43,0,55,Engineering,Junior
Alice Lopez,14,3.62,3,9,Marketing,Junior
Nate Anderson,14,4.39,0,57,Construction,Senior
Vihaan Davis,19,0.62,2,26,Marketing,Freshman
Josh Jackson,19,3.25,1,4,Marketing,Senior
Avery Johnson,14,3.62,2,49,Culinary,Sophomore
Kelsey Lopez,17,2.14,3,49,Early College,Freshman
Sujay Johnson,17,4.03,0,38,Construction,Freshman
Vihaan Smith,17,3.35,2,9,Business,Senior
Avery Wilson,18,3.47,0,18,Bio Med,Freshman
Cal Davis,19,3.31,3,30,Culinary,Freshman
Dutch Moore,18,3.37,1,10,Criminal Justice,Sophomore
Joe Thomas,18,3.1,1,29,Computer Science,Senior
Kelsey Miller,15,3.9,3,29,Marketing,Senior
Kelsey Taylor,15,1.36,1,47,Early Childhood Education,Senior
Sam Thomas,16,1.27,2,56,Culinary,Junior
Abby Davis,19,1.48,2,59,Engineering,Sophomore
Manny Jackson,14,1.49,1,1,Culinary,Junior
Kelsey Wilson,14,3.94,0,28,Culinary,Freshman
Kelsey Johnson,17,1.06,0,57,Computer Science,Junior
Manny Wilson,17,3.17,2,0,Early College,Sophomore
Sujay Wilson,16,2.08,3,53,Early College,Sophomore
Josh Johnson,14,2.15,1,10,Marketing,Senior
Abby Martinez,18,2.15,2,10,Business,Sophomore
Sujay Thomas,17,1.4,3,24,Criminal Justice,Junior
Manny Johnson,19,2.57,2,37,Business,Freshman
Josh Thomas,19,4.06,1,20,Criminal Justice,Freshman
Azria Anderson,16,3.31,3,49,Bio Med,Senior
Josh Hernandez,17,1.93,3,37,Engineering,Freshman
Alice Martinez,18,2.03,3,13,Marketing,Freshman
Dutch Martin,17,1.46,1,49,Bio Med,Sophomore
Alice Davis,16,2.9,2,18,Bio Med,Freshman
Joe Thomas,18,4.29,2,57,Bio Med,Sophomore
Kelsey Thomas,15,2.4,3,9,Criminal Justice,Freshman
Dutch Martinez,15,2.14,3,4,Marketing,Senior
Manny Thomas,19,0.82,2,53,Bio Med,Sophomore
Emm Williams,17,0.77,1,33,Marketing,Junior
Kelsey Gonzalez,14,2.04,0,6,Early Childhood Education,Senior
Dutch Smith,16,3.98,3,55,Early Childhood Education,Sophomore
Sujay Davis,15,2.11,1,21,Culinary,Freshman
Azria Martin,15,1.62,3,29,Marketing,Senior
Azria Martinez,17,3.51,0,39,Culinary,Junior
Abby Jackson,15,2.31,2,56,Engineering,Sophomore
Joe Brown,18,2.51,0,55,Engineering,Junior
Dutch Wilson,16,0.38,0,37,Criminal Justice,Sophomore
Kelsey Wilson,19,2.07,3,6,Business,Junior
Kelsey Smith,14,3.8,0,8,Culinary,Junior
Vihaan Williams,14,3.29,3,20,Business,Junior
Dutch Taylor,15,3.96,0,25,Culinary,Senior
Avery Moore,18,2.78,2,43,Early College,Junior
Josh Martinez,15,4.39,1,13,Early College,Freshman
Gavin Rodriguez,15,0.93,1,8,Early Childhood Education,Junior
Emm Jones,15,0.99,2,31,Computer Science,Freshman
Vihaan Thomas,18,4.11,3,30,Criminal Justice,Senior
Sujay Martin,16,0.43,0,16,Construction,Junior
Nate Jackson,18,3.08,0,54,Computer Science,Senior
Dutch Brown,14,3.68,3,28,Early Childhood Education,Senior
Sam Wilson,16,1.1,3,14,Criminal Justice,Junior
Kelsey Johnson,16,2.61,2,36,Engineering,Junior
Nate Martin,15,2.92,2,3,Early College,Junior
Sujay Jones,16,1.18,1,59,Criminal Justice,Senior
Sujay Wilson,18,4.25,1,9,Early Childhood Education,Sophomore
Abby Garcia,17,3.3,1,23,Culinary,Sophomore
Vihaan Brown,16,4.03,2,27,Culinary,Sophomore
Sam Martinez,19,1.43,3,14,Marketing,Sophomore
Alice Rodriguez,16,1.28,1,41,Computer Science,Sophomore
Alice Williams,19,4.0,2,31,Computer Science,Freshman
Gavin Davis,18,1.19,3,54,Culinary,Sophomore
Alice Smith,14,3.18,0,3,Engineering,Junior
Sujay Anderson,19,2.52,0,39,Culinary,Junior
Avery Hernandez,14,0.76,0,14,Marketing,Freshman
Josh Martin,15,1.26,1,2,Culinary,Sophomore
Nate Lopez,16,0.75,0,28,Bio Med,Freshman
Alice Williams,19,1.21,1,45,Computer Science,Senior
Nate Moore,18,2.84,1,13,Marketing,Sophomore
Sam Jones,18,0.66,1,28,Business,Sophomore
Azria Johnson,19,2.44,3,18,Bio Med,Junior
Kelsey Hernandez,16,1.14,0,36,Criminal Justice,Freshman
Joe Miller,17,1.28,3,53,Bio Med,Freshman
Manny Garcia,14,2.52,1,27,Engineering,Senior
Abby Martinez,14,2.72,1,11,Construction,Sophomore
Cal Miller,14,0.86,3,5,Bio Med,Freshman
Vihaan Gonzalez,17,3.72,3,42,Computer Science,Senior
Alice Jones,18,0.98,3,23,Early Childhood Education,Senior
Nate Martin,17,3.42,0,6,Engineering,Junior
Abby Brown,18,1.99,2,1,Criminal Justice,Freshman
Avery Jackson,18,2.83,2,0,Engineering,Junior
Cal Davis,17,1.91,2,42,Computer Science,Junior
Manny Garcia,17,0.31,2,51,Early College,Freshman
Sam Anderson,19,2.48,0,16,Criminal Justice,Freshman
Kelsey Smith,18,2.61,1,29,Computer Science,Freshman
Nate Jones,15,1.94,3,8,Early Childhood Education,Freshman
Azria Hernandez,16,3.32,3,26,Early College,Sophomore
Kelsey Martin,19,4.39,0,35,Business,Senior
Gavin Moore,19,4.16,1,60,Early College,Senior
Kelsey Martinez,18,1.06,0,12,Bio Med,Freshman
Vihaan Brown,19,2.13,1,14,Bio Med,Senior
Joe Taylor,19,3.45,1,33,Early Childhood Education,Senior
Josh Martin,19,2.19,1,16,Early Childhood Education,Sophomore
Alice Anderson,16,1.42,0,5,Bio Med,Sophomore
Manny Gonzalez,19,0.9,2,42,Engineering,Senior
Azria Miller,16,1.56,1,38,Criminal Justice,Senior
Cal Garcia,18,2.62,1,43,Engineering,Sophomore
Dutch Gonzalez,16,0.35,0,21,Computer Science,Junior
Emm Smith,18,3.86,2,13,Computer Science,Sophomore
Sujay Taylor,14,1.44,1,15,Construction,Senior
Josh Smith,16,1.48,1,15,Culinary,Freshman
Josh Williams,14,4.2,2,56,Business,Freshman
Alice Taylor,16,3.24,1,15,Engineering,Sophomore
Kelsey Anderson,16,3.16,2,7,Marketing,Sophomore
Sam Martin,18,1.41,2,39,Business,Senior
Vihaan Taylor,17,2.53,1,27,Early College,Senior
Josh Rodriguez,18,3.69,1,33,Bio Med,Senior
Dutch Garcia,18,1.06,1,37,Construction,Sophomore
Kelsey Martin,14,3.98,0,4,Construction,Freshman
Joe Jones,16,2.38,3,54,Engineering,Senior
Sujay Jones,16,1.0,0,26,Early College,Senior
Josh Garcia,16,1.07,3,58,Construction,Sophomore
Emm Thomas,17,1.58,3,56,Early Childhood Education,Senior
Manny Lopez,14,2.96,3,39,Business,Sophomore
Gavin Lopez,18,1.46,0,8,Early Childhood Education,Sophomore
Joe Anderson,15,2.34,2,30,Computer Science,Senior
Abby Davis,19,3.63,1,57,Business,Senior
Cal Lopez,15,2.03,1,58,Bio Med,Senior
Manny Rodriguez,14,2.58,3,38,Engineering,Freshman
Sujay Anderson,17,0.75,2,59,Early College,Sophomore
Abby Rodriguez,14,0.49,0,43,Early Childhood Education,Freshman
Manny Taylor,14,3.76,0,3,Computer Science,Sophomore
Azria Thomas,19,1.34,1,30,Marketing,Junior
Nate Brown,16,2.46,3,23,Early Childhood Education,Senior
Azria Lopez,17,2.38,2,31,Early College,Sophomore
Dutch Hernandez,15,2.58,2,47,Early College,Sophomore
Joe Gonzalez,16,2.33,2,52,Construction,Junior
Gavin Hernandez,16,2.66,2,37,Computer Science,Senior
Sujay Smith,16,0.56,2,31,Criminal Justice,Junior
Dutch Garcia,17,3.73,0,59,Criminal Justice,Sophomore
Sam Rodriguez,17,4.24,3,7,Early College,Sophomore
Emm Hernandez,17,2.48,1,16,Construction,Senior
Cal Martinez,18,2.76,3,46,Early Childhood Education,Junior
Vihaan Anderson,16,0.74,1,6,Computer Science,Sophomore
Gavin Wilson,14,4.05,0,48,Early College,Sophomore
Nate Rodriguez,14,3.03,3,34,Business,Senior
Joe Anderson,19,1.64,2,34,Culinary,Sophomore
Cal Jackson,17,3.24,0,3,Computer Science,Sophomore
Josh Rodriguez,15,0.58,3,22,Criminal Justice,Junior
Joe Wilson,16,0.41,1,10,Early Childhood Education,Senior
Josh Martinez,18,1.22,0,11,Bio Med,Sophomore
Sam Jones,14,1.66,3,57,Culinary,Junior
Nate Smith,19,3.02,3,45,Culinary,Senior
Manny Martin,18,0.85,1,53,Computer Science,Senior
Kelsey Williams,16,2.88,3,33,Engineering,Senior
Josh Wilson,15,2.38,0,30,Business,Sophomore
Alice Martin,17,1.6,1,56,Construction,Sophomore
Dutch Miller,19,1.98,0,25,Early College,Junior
Manny Davis,19,4.27,2,36,Criminal Justice,Junior
Emm Wilson,16,3.51,0,30,Computer Science,Sophomore
Cal Martin,14,4.05,1,20,Early Childhood Education,Senior
Alice Miller,14,2.4,2,36,Early College,Senior
Dutch Martin,19,4.38,1,28,Early Childhood Education,Senior
Nate Moore,14,1.37,0,15,Culinary,Sophomore
Sam Martinez,18,4.04,3,60,Computer Science,Freshman
Emm Moore,19,3.95,1,17,Computer Science,Freshman
Josh Jackson,15,3.5,2,21,Marketing,Junior
Kelsey Garcia,14,3.78,3,43,Early Childhood Education,Junior
Kelsey Anderson,14,1.66,2,8,Computer Science,Freshman
Cal Martinez,16,2.24,3,9,Computer Science,Sophomore
Sujay Miller,15,3.23,1,46,Early Childhood Education,Junior
Alice Thomas,16,4.2,1,50,Early College,Sophomore
Avery Martinez,17,0.81,0,26,Marketing,Sophomore
Nate Anderson,18,3.11,2,22,Computer Science,Sophomore
Azria Moore,15,3.47,2,35,Construction,Junior
Cal Martinez,18,3.33,3,56,Early College,Sophomore
Sam Jackson,19,0.85,3,35,Business,Senior
Nate Wilson,14,2.41,2,44,Marketing,Freshman
Kelsey Garcia,16,4.11,3,37,Early Childhood Education,Sophomore
Sam Davis,14,1.39,1,58,Early Childhood Education,Freshman
Vihaan Williams,15,3.08,0,42,Bio Med,Junior
Dutch Lopez,14,2.74,2,26,Criminal Justice,Sophomore
Kelsey Martinez,16,1.22,2,13,Early College,Sophomore
Gavin Williams,18,4.1,1,0,Criminal Justice,Senior
Azria Hernandez,16,0.34,0,29,Computer Science,Senior
Vihaan Taylor,15,2.16,3,33,Culinary,Senior
Sujay Jackson,18,0.49,1,50,Early College,Sophomore
Sam Taylor,18,2.05,0,30,Early Childhood Education,Junior
Sujay Taylor,19,1.99,2,19,Early College,Junior
Cal Jackson,18,4.32,1,8,Early Childhood Education,Sophomore
Dutch Hernandez,14,2.06,3,39,Culinary,Sophomore
Sujay Rodriguez,14,3.93,2,48,Bio Med,Junior
Josh Martinez,14,0.77,3,0,Early Childhood Education,Junior
Abby Martinez,16,2.74,3,4,Bio Med,Sophomore
Kelsey Miller,17,1.34,1,60,Bio Med,Freshman
Sujay Taylor,17,2.3,3,17,Early College,Freshman
Alice Martin,19,2.03,0,10,Bio Med,Sophomore
Alice Wilson,16,2.05,0,0,Criminal Justice,Senior
Dutch Martin,17,0.99,3,22,Bio Med,Sophomore
Nate Jackson,14,1.36,3,18,Bio Med,Freshman
Josh Rodriguez,18,1.36,3,24,Early College,Sophomore
Avery Smith,19,2.67,2,40,Construction,Senior
Azria Gonzalez,15,0.42,2,30,Early College,Senior
Vihaan Wilson,19,3.03,2,20,Business,Junior
Cal Moore,16,1.86,2,46,Business,Senior
Cal Thomas,15,4.38,0,59,Bio Med,Sophomore
Manny Martin,18,4.38,1,11,Criminal Justice,Senior
Cal Martin,18,3.11,2,32,Business,Junior
Alice Moore,17,3.75,0,1,Criminal Justice,Senior
Josh Johnson,14,1.69,0,7,Business,Junior
Cal Williams,18,2.14,2,47,Business,Junior
Avery Garcia,15,0.45,1,14,Culinary,Freshman
Gavin Jackson,14,3.04,2,32,Computer Science,Freshman
Kelsey Brown,16,0.99,3,36,Construction,Junior
Dutch Jones,14,1.07,2,35,Culinary,Sophomore
Sam Hernandez,19,0.82,3,29,Culinary,Freshman
Manny Miller,18,1.02,1,0,Computer Science,Sophomore
Dutch Moore,17,1.08,0,44,Business,Freshman
Vihaan Martinez,19,1.59,3,54,Engineering,Sophomore
Vihaan Moore,14,2.45,1,7,Early Childhood Education,Sophomore
Nate Anderson,15,2.17,3,35,Engineering,Freshman
Avery Martinez,18,2.57,2,16,Business,Sophomore
Gavin Anderson,15,1.31,0,5,Engineering,Junior
Emm Lopez,19,2.27,1,19,Business,Freshman
Josh Martin,18,1.93,3,17,Engineering,Sophomore
Abby Smith,14,1.08,2,0,Engineering,Freshman
Kelsey Rodriguez,14,1.04,3,25,Culinary,Sophomore
Joe Rodriguez,15,3.16,1,13,Construction,Freshman
Emm Thomas,19,1.49,2,26,Computer Science,Sophomore
Sujay Jackson,16,3.45,3,25,Culinary,Senior
Sujay Moore,15,3.16,3,55,Early College,Freshman
Avery Thomas,15,1.43,3,46,Bio Med,Senior
Joe Thomas,18,1.7,0,49,Marketing,Freshman
Manny Taylor,15,1.94,2,0,Culinary,Freshman
Avery Davis,15,1.0,3,19,Culinary,Sophomore
Sujay Rodriguez,19,2.25,0,11,Bio Med,Senior
Manny Miller,19,1.26,1,50,Early Childhood Education,Sophomore
Joe Martinez,17,0.89,3,59,Criminal Justice,Freshman
Joe Miller,19,1.49,3,25,Culinary,Senior
Sam Garcia,15,3.46,1,28,Business,Senior
Manny Gonzalez,19,2.9,0,29,Construction,Junior
Cal Rodriguez,18,0.44,2,12,Bio Med,Junior
Sam Hernandez,16,1.09,1,21,Bio Med,Senior
Kelsey Anderson,15,3.25,3,35,Bio Med,Junior
Dutch Wilson,18,3.07,3,34,Bio Med,Sophomore
Avery Smith,14,3.53,1,10,Business,Senior
Kelsey Smith,19,1.56,3,48,Engineering,Freshman
Abby Brown,19,3.73,2,56,Marketing,Sophomore
Emm Moore,18,3.97,3,15,Engineering,Junior
Abby Hernandez,19,2.55,0,3,Early College,Sophomore
Joe Lopez,14,3.59,0,56,Marketing,Freshman
Emm Moore,15,4.25,2,40,Engineering,Senior
Azria Taylor,14,1.83,2,47,Construction,Junior
Nate Thomas,16,4.0,0,0,Criminal Justice,Senior
Azria Miller,16,4.01,1,28,Construction,Senior
Joe Miller,14,3.75,3,6,Early Childhood Education,Junior
Manny Rodriguez,15,3.51,1,53,Engineering,Senior
Josh Thomas,18,2.46,2,28,Culinary,Senior
Josh Hernandez,18,3.73,3,44,Early Childhood Education,Freshman
Cal Johnson,18,1.78,3,29,Early Childhood Education,Sophomore
Sujay Gonzalez,18,4.15,0,51,Bio Med,Sophomore
Vihaan Thomas,17,1.7,1,0,Construction,Sophomore
Avery Lopez,18,1.44,1,0,Engineering,Junior
Dutch Johnson,16,0.59,3,56,Business,Freshman
Kelsey Gonzalez,18,1.11,2,55,Business,Sophomore
Sujay Lopez,16,2.38,3,37,Culinary,Senior
Manny Taylor,17,1.46,1,60,Computer Science,Senior
Josh Johnson,18,1.57,2,54,Computer Science,Freshman
Avery Johnson,17,2.36,0,17,Business,Junior
Sujay Smith,14,3.23,0,19,Bio Med,Junior
Alice Hernandez,18,1.3,1,46,Construction,Freshman
Dutch Williams,19,2.66,0,38,Marketing,Junior
Vihaan Jones,19,3.02,2,3,Construction,Sophomore
Avery Taylor,18,3.67,0,12,Computer Science,Sophomore
Sam Wilson,16,3.33,1,22,Construction,Sophomore
Joe Taylor,17,1.1,2,10,Culinary,Junior
Kelsey Rodriguez,17,1.9,1,51,Culinary,Freshman
Cal Martinez,19,3.9,2,59,Construction,Senior
Emm Lopez,16,3.16,1,8,Computer Science,Freshman
Joe Martinez,18,0.48,3,27,Criminal Justice,Junior
Sam Jones,19,3.56,2,59,Construction,Senior
Emm Jones,16,3.5,0,2,Bio Med,Sophomore
Cal Jackson,18,3.23,0,12,Marketing,Sophomore
Josh Hernandez,15,3.12,1,59,Early Childhood Education,Freshman
Avery Garcia,16,0.39,3,7,Computer Science,Junior
Cal Lopez,14,2.59,3,1,Marketing,Senior
Dutch Brown,17,1.76,0,8,Marketing,Freshman
Abby Gonzalez,15,1.11,3,15,Computer Science,Sophomore
Vihaan Gonzalez,19,4.28,1,45,Bio Med,Freshman
Azria Jones,17,0.59,0,17,Criminal Justice,Freshman
Sam Smith,15,2.78,0,22,Computer Science,Senior
Cal Anderson,16,2.56,2,12,Engineering,Sophomore
Gavin Gonzalez,15,2.69,2,60,Business,Junior
Dutch Moore,15,3.4,0,4,Marketing,Sophomore
Emm Hernandez,16,3.69,2,7,Computer Science,Junior
Sujay Johnson,18,4.12,1,59,Bio Med,Sophomore
Vihaan Johnson,14,2.62,3,54,Construction,Senior
Gavin Brown,15,0.63,0,38,Business,Junior
Kelsey Jackson,15,3.27,0,42,Criminal Justice,Freshman
Joe Gonzalez,17,0.7,3,57,Marketing,Sophomore
Vihaan Moore,15,1.93,2,32,Computer Science,Senior
Sujay Garcia,16,1.25,2,19,Bio Med,Sophomore
Joe Garcia,17,1.83,3,32,Business,Sophomore
Abby Gonzalez,14,1.26,2,18,Bio Med,Sophomore
Kelsey Anderson,16,4.04,3,21,Engineering,Sophomore
Nate Garcia,14,1.2,1,6,Criminal Justice,Freshman
Azria Jackson,17,1.76,1,31,Criminal Justice,Junior
Cal Gonzalez,18,3.15,3,49,Construction,Freshman
Cal Davis,15,3.8,2,14,Computer Science,Junior
Josh Moore,15,3.28,3,9,Engineering,Junior
Sujay Williams,14,1.96,1,2,Early College,Freshman
Emm Williams,17,1.63,0,7,Engineering,Junior
Joe Hernandez,14,0.98,3,57,Culinary,Freshman
Kelsey Rodriguez,15,1.89,3,50,Criminal Justice,Senior
Joe Hernandez,14,0.47,3,26,Criminal Justice,Sophomore
Emm Miller,19,0.89,1,38,Culinary,Sophomore
Avery Moore,15,0.6,1,60,Construction,Freshman
Cal Martin,18,3.27,3,37,Business,Freshman
