Name,Age,GPA,Credits Completed,Year,Pathway
Roman DeFreitas,15,1.77,53,Senior,Bio Med
Mac Brown,14,3.93,14,Victory Lap,Early College
Kaden Jones,15,1.36,57,Senior,Business
Lisa Jones,19,3.64,4,Freshman,Business
Emmy Anderson,19,0.34,7,Freshman,Construction
Keaton Fogarty,18,3.2,25,Freshman,Bio Med
Marge Anderson,17,2.87,8,Sophomore,Culinary
Jill Davis,15,3.27,46,Senior,Early Childhood Education
Alexis Johnson,16,2.38,0,Junior,Early Childhood Education
Jill Anderson,19,0.46,27,Freshman,Culinary
Lisa Moore,15,2.12,13,Junior,Criminal Justice
Alexis Johnson,19,4.11,34,Victory Lap,Business
Eliana Smith,14,3.04,21,Junior,Business
Van Anderson,19,1.43,22,Victory Lap,Criminal Justice
Lucian Garcia,19,0.89,25,Senior,Business
Eliana Willaims,15,3.46,12,Freshman,Early Childhood Education
Jane DeFreitas,16,4.29,26,Senior,Early College
Katerina Miller,18,1.74,24,Freshman,Business
Lisa Johnson,18,2.82,31,Junior,Construction
Andrew Manukyan,14,1.8,14,Freshman,Culinary
Joe Foster,14,0.96,54,Sophomore,Engineering
Aiden Jones,18,3.72,46,Victory Lap,Business
Emmy Smith,17,3.53,10,Freshman,Culinary
Ben Johnson,16,1.12,19,Sophomore,Bio Med
Eliana Wilson,15,2.44,27,Senior,Marketing
Kaden Foster,15,1.14,17,Junior,Business
Joe Jones,16,3.15,18,Victory Lap,Business
Lucian Moore,16,0.42,2,Sophomore,Culinary
Jill Moore,19,1.01,7,Victory Lap,Engineering
Emma Brown,17,2.94,19,Victory Lap,Engineering
Van Brown,16,0.72,4,Freshman,Marketing
Mac DeFreitas,19,1.2,49,Freshman,Marketing
Jill Smith,17,1.07,56,Victory Lap,Marketing
Lisa Johnson,15,0.47,38,Junior,Early Childhood Education
Emmy Willaims,16,3.74,20,Senior,Engineering
Aiden Smith,17,1.36,59,Junior,Construction
Mac Fogarty,18,3.25,33,Victory Lap,Construction
Danielle Jones,15,1.7,46,Senior,Construction
Van Brown,17,4.26,9,Junior,Construction
Aiden Brown,18,0.47,31,Senior,Early Childhood Education
Noah Manukyan,14,3.69,22,Junior,Business
Roman Smith,19,2.83,53,Freshman,Early College
Joe Jones,19,0.61,11,Senior,Business
Danielle Foster,15,1.52,48,Freshman,Business
Jill Wilson,19,0.71,27,Junior,Business
Noah Manukyan,18,1.61,1,Junior,Construction
Jill Anderson,15,2.48,18,Junior,Marketing
Noah DeFreitas,18,3.39,47,Freshman,Early Childhood Education
Danielle Willaims,17,1.01,26,Freshman,Bio Med
Danielle Wilson,18,2.68,32,Junior,Construction
Emmy Foster,18,3.32,40,Senior,Bio Med
Jill Manukyan,18,1.56,20,Senior,Marketing
Kyan Smith,16,0.3,18,Freshman,Construction
Benedict Anderson,15,0.99,49,Sophomore,Bio Med
Jill Johnson,17,3.18,51,Sophomore,Bio Med
Lisa Anderson,18,2.72,5,Junior,Bio Med
Andrew Jones,14,3.64,35,Freshman,Construction
Rachel Anderson,15,3.8,22,Victory Lap,Marketing
Roman DeFreitas,19,3.12,37,Sophomore,Early Childhood Education
Noah Johnson,19,4.26,20,Sophomore,Engineering
Alexis Fogarty,19,4.09,37,Victory Lap,Early Childhood Education
Eliana Jones,16,2.64,39,Senior,Bio Med
Keaton Wilson,16,0.56,58,Victory Lap,Construction
Rachel Moore,15,1.12,10,Sophomore,Early Childhood Education
Rachel Garcia,17,2.95,20,Senior,Construction
Andrew DeFreitas,19,1.48,39,Freshman,Engineering
Noah Foster,19,3.92,20,Freshman,Engineering
Andrew Fogarty,17,1.35,54,Freshman,Criminal Justice
Roman Davis,18,3.68,54,Senior,Business
Katerina Miller,14,2.87,49,Sophomore,Construction
Eliana Fogarty,14,3.04,13,Freshman,Early Childhood Education
Eliana Miller,15,4.26,29,Senior,Criminal Justice
Rachel Miller,18,3.06,11,Freshman,Criminal Justice
Jane Johnson,17,2.03,57,Freshman,Engineering
Aiden Garcia,16,1.47,13,Sophomore,Bio Med
Emma Fogarty,14,2.55,44,Junior,Construction
Rachel Miller,16,1.22,39,Freshman,Bio Med
Andrew Brown,19,2.58,54,Sophomore,Engineering
Ben Fogarty,16,3.38,44,Junior,Computer Science
Keaton Wilson,15,1.29,56,Junior,Early College
Marge Wilson,18,2.52,17,Sophomore,Engineering
Roman Willaims,15,0.81,28,Senior,Engineering
Benedict Moore,19,4.14,4,Freshman,Business
Ben Garcia,14,1.84,2,Sophomore,Computer Science
Andrew Anderson,14,1.92,10,Freshman,Business
Mac Foster,17,1.93,15,Sophomore,Culinary
Emmy Willaims,19,3.88,40,Junior,Culinary
Emmy Smith,17,1.65,3,Junior,Bio Med
Emma Johnson,19,2.23,6,Freshman,Early Childhood Education
Marge Willaims,15,2.08,31,Freshman,Bio Med
Kyan Wilson,14,1.47,42,Senior,Business
Kaden DeFreitas,14,0.57,40,Junior,Early College
Jane Wilson,16,0.31,35,Junior,Business
Roman Willaims,15,1.62,11,Freshman,Culinary
Mac DeFreitas,18,1.86,13,Victory Lap,Early Childhood Education
Van Brown,16,0.37,22,Junior,Culinary
Ben Miller,18,3.3,24,Junior,Marketing
Roman Anderson,17,0.49,10,Victory Lap,Marketing
Lisa Fogarty,18,2.38,12,Sophomore,Business
Kyan Jones,15,1.59,28,Junior,Business
Jane Jones,16,4.09,28,Victory Lap,Computer Science
Mac Jones,18,1.36,42,Junior,Construction
Jane Wilson,19,1.49,12,Junior,Culinary
Kyan Manukyan,17,1.22,50,Junior,Criminal Justice
Kyan Willaims,14,1.39,54,Junior,Computer Science
Lucian Willaims,17,1.39,44,Victory Lap,Culinary
Rachel DeFreitas,15,1.21,14,Junior,Computer Science
Mac Wilson,14,0.3,26,Junior,Criminal Justice
Elijah Willaims,14,3.57,26,Sophomore,Marketing
Kyan Fogarty,15,3.47,22,Freshman,Early Childhood Education
Lisa DeFreitas,16,3.96,21,Victory Lap,Early College
Andrew Jones,19,2.75,58,Freshman,Bio Med
Benedict Manukyan,16,2.24,47,Victory Lap,Criminal Justice
Jane Davis,19,3.23,28,Junior,Culinary
Kyan Moore,15,0.92,11,Sophomore,Early Childhood Education
Emma Wilson,15,3.75,37,Junior,Early College
Andrew Anderson,19,3.83,55,Victory Lap,Culinary
Rachel Brown,16,1.14,13,Sophomore,Computer Science
Andrew Fogarty,18,0.66,52,Victory Lap,Criminal Justice
Jill Miller,14,2.03,27,Sophomore,Computer Science
Danielle Manukyan,15,3.74,29,Junior,Criminal Justice
Emmy Davis,16,1.95,56,Freshman,Computer Science
Roman Johnson,19,3.44,1,Sophomore,Bio Med
Jill DeFreitas,19,2.48,6,Senior,Construction
Elijah Wilson,16,0.65,32,Victory Lap,Computer Science
Joe Anderson,16,3.17,40,Freshman,Early College
Emmy Jones,19,2.49,2,Freshman,Early Childhood Education
Jane Willaims,19,3.93,41,Sophomore,Engineering
Andrew Davis,14,2.15,33,Freshman,Early Childhood Education
Andrew Garcia,18,1.48,20,Sophomore,Early Childhood Education
Roman Manukyan,18,0.97,40,Senior,Early College
Elijah Wilson,16,3.24,26,Sophomore,Business
Marge Moore,14,1.19,51,Victory Lap,Marketing
Elijah Brown,19,1.42,49,Junior,Bio Med
Elijah Manukyan,14,3.57,21,Sophomore,Construction
Emmy Garcia,18,2.61,13,Junior,Early College
Eliana Anderson,19,3.05,6,Senior,Computer Science
Jane Wilson,17,2.2,42,Junior,Marketing
Marge Foster,16,0.81,14,Senior,Culinary
Eliana Johnson,18,0.48,9,Freshman,Criminal Justice
Lucian Anderson,18,0.33,1,Freshman,Marketing
Emma Davis,16,4.06,1,Victory Lap,Early College
Andrew Jones,18,0.41,42,Junior,Engineering
Kyan Johnson,19,1.71,18,Sophomore,Bio Med
Rachel Foster,14,3.18,2,Freshman,Marketing
Jane Johnson,18,1.12,16,Sophomore,Early Childhood Education
Andrew Jones,15,4.1,21,Sophomore,Marketing
Jane Garcia,16,1.07,26,Victory Lap,Early Childhood Education
Mac Willaims,17,3.39,49,Victory Lap,Bio Med
Benedict Moore,18,2.54,37,Sophomore,Marketing
Emmy Davis,17,2.07,48,Senior,Early College
Lucian Brown,14,0.53,28,Senior,Early Childhood Education
Katerina Garcia,16,1.42,52,Sophomore,Computer Science
Jane Willaims,19,4.27,51,Victory Lap,Marketing
Mac Moore,18,3.83,5,Sophomore,Construction
Alexis DeFreitas,18,4.09,24,Victory Lap,Marketing
Jill Davis,15,0.53,37,Freshman,Bio Med
Rachel Miller,15,3.3,8,Victory Lap,Computer Science
Ben Fogarty,18,3.93,39,Sophomore,Criminal Justice
Danielle Fogarty,18,0.99,42,Freshman,Engineering
Kaden Wilson,17,0.82,17,Senior,Computer Science
Marge Manukyan,19,1.23,25,Victory Lap,Marketing
Danielle Anderson,15,1.8,5,Victory Lap,Engineering
Roman Jones,15,3.09,11,Junior,Computer Science
Mac Anderson,19,1.87,53,Sophomore,Business
Emmy Moore,14,3.22,54,Junior,Criminal Justice
Marge Miller,17,4.15,15,Senior,Bio Med
Alexis Jones,19,1.85,56,Sophomore,Marketing
Jill Moore,17,3.01,57,Victory Lap,Bio Med
Marge Willaims,15,0.65,13,Sophomore,Computer Science
Andrew Brown,18,2.9,35,Victory Lap,Culinary
Lisa Johnson,16,0.92,34,Senior,Construction
Lisa Brown,14,3.07,13,Junior,Marketing
Roman Garcia,14,3.62,29,Victory Lap,Business
Joe Moore,19,2.09,34,Freshman,Criminal Justice
Benedict Willaims,18,4.11,19,Freshman,Business
Eliana Jones,18,1.34,44,Senior,Business
Benedict Moore,14,2.98,25,Victory Lap,Engineering
Kaden Davis,14,1.44,40,Sophomore,Criminal Justice
Ben Miller,15,0.71,36,Victory Lap,Criminal Justice
Mac Anderson,16,3.28,42,Victory Lap,Engineering
Elijah Manukyan,17,0.6,47,Senior,Early Childhood Education
Katerina Manukyan,16,1.56,48,Victory Lap,Early Childhood Education
Jane Johnson,16,3.03,47,Sophomore,Marketing
Mac DeFreitas,17,0.79,40,Freshman,Construction
Katerina Foster,19,3.04,12,Junior,Criminal Justice
Elijah Jones,17,3.31,31,Junior,Computer Science
Katerina Wilson,17,2.61,12,Senior,Culinary
Keaton Brown,15,3.27,25,Sophomore,Engineering
Kaden Anderson,16,2.66,12,Victory Lap,Computer Science
Aiden Brown,19,1.23,7,Senior,Early College
Aiden Willaims,18,0.66,47,Senior,Marketing
Kaden Smith,19,2.71,19,Victory Lap,Business
Joe Jones,17,1.81,55,Sophomore,Construction
Jill Anderson,17,3.85,24,Junior,Criminal Justice
Elijah Willaims,19,2.17,16,Sophomore,Computer Science
Kaden Fogarty,14,1.24,1,Junior,Business
Kyan Anderson,18,2.87,11,Junior,Marketing
Eliana Jones,14,1.47,45,Sophomore,Early College
Aiden Davis,16,2.5,51,Sophomore,Marketing
Emmy Jones,14,1.21,34,Sophomore,Early College
Jane Anderson,16,3.66,55,Senior,Criminal Justice
Alexis Anderson,19,0.92,38,Junior,Bio Med
Keaton Moore,14,0.66,19,Victory Lap,Criminal Justice
Lucian Brown,18,2.98,3,Junior,Business
Keaton Smith,19,0.71,40,Freshman,Business
Eliana Davis,14,1.24,60,Sophomore,Culinary
Benedict Brown,17,0.35,50,Junior,Marketing
Mac Fogarty,14,3.29,24,Senior,Early College
Keaton Brown,19,1.53,52,Sophomore,Computer Science
Kyan Davis,19,3.93,44,Freshman,Marketing
Jill Johnson,15,1.95,10,Freshman,Early Childhood Education
Jane Johnson,14,3.99,46,Junior,Culinary
Roman Wilson,18,2.49,9,Senior,Business
Rachel Davis,14,0.98,27,Freshman,Engineering
Danielle Jones,16,1.67,32,Victory Lap,Bio Med
Alexis Anderson,18,2.22,58,Senior,Early Childhood Education
Elijah Jones,19,2.41,28,Freshman,Engineering
Eliana Brown,15,3.78,53,Victory Lap,Computer Science
Mac DeFreitas,18,4.24,9,Junior,Early College
Andrew Fogarty,19,1.27,29,Junior,Engineering
Marge Jones,17,1.86,9,Senior,Early Childhood Education
Andrew Smith,17,4.17,30,Senior,Engineering
Katerina Anderson,15,2.27,39,Senior,Early College
Emmy DeFreitas,18,2.32,40,Senior,Engineering
Noah Anderson,19,1.14,57,Victory Lap,Business
Eliana DeFreitas,16,0.92,47,Sophomore,Criminal Justice
Van Wilson,14,2.63,19,Sophomore,Construction
Mac Willaims,14,1.75,11,Freshman,Engineering
Lisa DeFreitas,17,0.72,8,Junior,Business
Andrew Moore,19,4.23,14,Victory Lap,Business
Elijah Smith,18,1.63,27,Victory Lap,Early Childhood Education
Benedict Brown,19,2.2,41,Junior,Engineering
Kyan Wilson,15,1.83,6,Victory Lap,Business
Lisa Brown,19,3.79,41,Sophomore,Marketing
Van Smith,15,2.65,3,Senior,Engineering
Elijah Fogarty,17,3.9,2,Sophomore,Criminal Justice
Roman Garcia,17,1.21,19,Freshman,Construction
Aiden Jones,16,2.61,24,Freshman,Bio Med
Kyan Wilson,18,1.61,8,Senior,Criminal Justice
Eliana Miller,14,0.34,3,Junior,Bio Med
Rachel Davis,18,4.16,23,Victory Lap,Criminal Justice
Kaden Miller,14,2.23,48,Freshman,Bio Med
Elijah Jones,19,2.84,59,Junior,Marketing
Mac Brown,17,1.95,23,Victory Lap,Marketing
Lucian Brown,17,3.96,2,Senior,Criminal Justice
Jane Smith,18,1.23,29,Victory Lap,Criminal Justice
Ben Miller,17,3.16,8,Junior,Bio Med
Roman Davis,17,0.34,16,Victory Lap,Early Childhood Education
Noah Davis,19,4.26,37,Senior,Business
Danielle Anderson,15,1.21,53,Freshman,Criminal Justice
Eliana Smith,14,4.24,53,Sophomore,Criminal Justice
Lucian Brown,14,4.14,58,Victory Lap,Early Childhood Education
Kyan Willaims,16,2.11,44,Junior,Early College
Jane Manukyan,16,2.31,54,Victory Lap,Criminal Justice
Mac Brown,15,2.04,22,Junior,Business
Aiden DeFreitas,15,2.48,55,Victory Lap,Business
Noah Jones,15,2.63,46,Freshman,Culinary
Katerina Brown,17,2.36,59,Victory Lap,Bio Med
Van Willaims,18,2.8,42,Junior,Business
Alexis Jones,19,2.98,58,Freshman,Early College
Marge Johnson,18,3.48,0,Sophomore,Culinary
Noah Fogarty,18,1.99,44,Sophomore,Business
Emma Fogarty,16,1.34,54,Junior,Computer Science
Ben Anderson,18,3.53,49,Victory Lap,Bio Med
Aiden DeFreitas,16,3.43,33,Freshman,Business
Lisa Wilson,16,1.04,4,Victory Lap,Criminal Justice
Katerina Davis,17,1.36,5,Sophomore,Criminal Justice
Jill Brown,19,1.52,6,Freshman,Culinary
Mac Davis,16,3.49,20,Sophomore,Early College
Alexis Davis,18,3.41,4,Junior,Early Childhood Education
Van DeFreitas,16,2.87,10,Victory Lap,Early Childhood Education
Aiden Miller,14,4.09,14,Junior,Construction
Danielle Willaims,16,2.37,7,Sophomore,Construction
Roman Foster,17,2.8,29,Senior,Early Childhood Education
Emmy Johnson,16,1.84,43,Junior,Marketing
Eliana Smith,19,0.7,14,Sophomore,Criminal Justice
Emmy Willaims,19,3.76,17,Senior,Computer Science
Roman Johnson,17,2.55,56,Victory Lap,Computer Science
Katerina Anderson,15,1.0,20,Victory Lap,Marketing
Benedict Anderson,14,1.67,41,Victory Lap,Engineering
Jill Willaims,16,1.67,9,Senior,Bio Med
Emma Fogarty,16,3.07,34,Victory Lap,Early Childhood Education
Katerina Anderson,16,0.31,2,Victory Lap,Business
Eliana Smith,15,1.11,20,Victory Lap,Early College
Lisa Manukyan,14,0.92,54,Sophomore,Culinary
Lucian Fogarty,15,3.86,15,Freshman,Computer Science
Ben Anderson,16,2.45,55,Junior,Criminal Justice
Emmy Brown,17,4.08,23,Victory Lap,Bio Med
Andrew Fogarty,19,1.8,51,Freshman,Engineering
Eliana Jones,17,1.77,17,Freshman,Culinary
Danielle Willaims,14,0.89,29,Sophomore,Business
Lisa Miller,16,2.74,33,Victory Lap,Marketing
Aiden Johnson,19,3.77,52,Junior,Bio Med
Kyan Foster,19,1.91,46,Junior,Business
Joe Manukyan,14,1.84,33,Sophomore,Early College
Marge Johnson,16,2.13,41,Freshman,Computer Science
Lisa DeFreitas,19,1.77,46,Junior,Marketing
Mac Wilson,18,3.46,20,Junior,Culinary
Eliana Jones,17,0.73,30,Junior,Bio Med
Jill Anderson,15,1.88,36,Victory Lap,Early Childhood Education
Rachel Willaims,14,0.83,46,Freshman,Early Childhood Education
Benedict Brown,15,2.69,1,Senior,Criminal Justice
Aiden Davis,19,3.59,37,Senior,Culinary
Katerina Johnson,17,1.12,59,Freshman,Engineering
Lisa Smith,18,3.61,25,Victory Lap,Construction
Jane Wilson,18,3.33,31,Sophomore,Marketing
Roman Johnson,18,4.17,49,Senior,Criminal Justice
Kyan Garcia,14,2.78,58,Junior,Bio Med
Jill Fogarty,16,2.24,10,Victory Lap,Criminal Justice
Marge Anderson,14,1.22,28,Freshman,Engineering
Ben Anderson,14,3.95,26,Victory Lap,Early Childhood Education
Jane Johnson,19,0.51,46,Victory Lap,Bio Med
Rachel Wilson,19,2.39,23,Victory Lap,Computer Science
Eliana Jones,18,2.75,44,Victory Lap,Early College
Rachel Davis,17,3.76,9,Freshman,Culinary
Emma Davis,18,0.61,53,Junior,Construction
Lucian Jones,14,3.98,54,Victory Lap,Marketing
Mac Brown,14,3.38,13,Sophomore,Computer Science
Jane Garcia,14,2.24,37,Senior,Engineering
Kaden Manukyan,16,0.94,3,Senior,Marketing
Rachel Foster,19,3.04,16,Freshman,Early College
Benedict Johnson,16,2.87,3,Victory Lap,Construction
Eliana DeFreitas,16,1.65,54,Junior,Construction
Eliana Moore,18,2.21,15,Victory Lap,Engineering
Kaden Anderson,16,1.39,57,Sophomore,Early Childhood Education
Lucian Johnson,19,2.01,44,Junior,Marketing
Elijah DeFreitas,14,2.9,23,Sophomore,Early College
Lucian Wilson,18,2.36,12,Sophomore,Marketing
Van Anderson,19,2.73,39,Junior,Early Childhood Education
Roman Moore,16,2.79,22,Victory Lap,Culinary
Kaden Brown,18,3.68,33,Sophomore,Engineering
Jane Willaims,17,0.96,29,Sophomore,Marketing
Keaton Foster,19,3.94,57,Victory Lap,Criminal Justice
Marge Willaims,15,4.03,53,Sophomore,Computer Science
Emmy Fogarty,17,0.87,56,Sophomore,Business
Rachel Garcia,17,2.42,25,Freshman,Bio Med
Joe Fogarty,15,0.44,6,Victory Lap,Construction
Ben Garcia,18,2.03,33,Freshman,Engineering
Kaden Jones,17,3.02,40,Sophomore,Computer Science
Emma Johnson,17,1.17,1,Junior,Bio Med
Aiden Wilson,19,0.33,12,Freshman,Culinary
Benedict Smith,14,1.02,4,Victory Lap,Culinary
Jane Fogarty,19,2.81,44,Junior,Engineering
Andrew Foster,14,1.9,31,Freshman,Marketing
Andrew Smith,17,2.54,24,Sophomore,Construction
Lisa Manukyan,17,2.77,32,Junior,Construction
Aiden Johnson,15,0.52,8,Victory Lap,Early Childhood Education
Mac Smith,16,1.09,33,Sophomore,Construction
Noah Manukyan,18,2.3,29,Sophomore,Criminal Justice
Jane Moore,19,4.05,5,Senior,Business
Danielle Manukyan,19,0.61,38,Freshman,Engineering
Jane Foster,19,2.75,8,Victory Lap,Engineering
Kaden Garcia,15,0.88,23,Freshman,Early Childhood Education
Benedict Fogarty,19,3.86,8,Senior,Culinary
Emma Fogarty,17,2.28,33,Sophomore,Criminal Justice
Eliana Brown,14,2.89,11,Freshman,Engineering
Alexis Willaims,14,3.9,15,Sophomore,Early College
Elijah Moore,15,3.02,8,Sophomore,Early College
Roman Davis,17,3.71,27,Victory Lap,Marketing
Emma Brown,15,2.21,32,Junior,Culinary
Marge Moore,19,3.89,29,Sophomore,Early Childhood Education
Alexis Moore,17,2.18,30,Sophomore,Culinary
Benedict Brown,16,2.07,2,Freshman,Computer Science
Lucian Jones,17,2.02,19,Senior,Early Childhood Education
Lucian Willaims,15,0.95,31,Victory Lap,Early College
Rachel Moore,14,3.36,36,Victory Lap,Early College
Van Manukyan,19,0.73,49,Victory Lap,Computer Science
Van Willaims,16,3.79,19,Junior,Culinary
Rachel Garcia,18,2.16,51,Junior,Bio Med
Keaton Fogarty,15,1.14,20,Senior,Bio Med
Noah DeFreitas,16,1.75,5,Freshman,Business
Van Foster,18,1.17,36,Sophomore,Bio Med
Alexis Moore,18,1.81,56,Victory Lap,Bio Med
Marge Smith,15,3.14,20,Junior,Bio Med
Ben Willaims,15,3.09,47,Freshman,Marketing
Ben Manukyan,16,2.53,0,Senior,Computer Science
Joe Jones,17,2.61,28,Sophomore,Bio Med
Keaton Manukyan,14,1.83,39,Senior,Engineering
Roman Wilson,16,1.82,19,Junior,Engineering
Danielle Foster,17,1.55,44,Victory Lap,Bio Med
Roman Smith,15,2.6,40,Junior,Culinary
Noah DeFreitas,19,1.01,23,Sophomore,Bio Med
Ben Fogarty,14,1.1,50,Sophomore,Marketing
Elijah Foster,14,1.63,21,Senior,Bio Med
Aiden Willaims,15,3.32,7,Senior,Criminal Justice
Danielle DeFreitas,18,2.74,53,Senior,Construction
Kyan Willaims,16,2.44,55,Senior,Computer Science
Andrew Fogarty,19,4.25,48,Sophomore,Bio Med
Ben Wilson,16,2.11,36,Victory Lap,Culinary
Lisa Smith,15,2.73,35,Freshman,Culinary
Van Brown,18,1.98,10,Freshman,Construction
Jill Anderson,14,2.99,44,Sophomore,Culinary
Lucian Davis,19,1.11,2,Senior,Engineering
Eliana Foster,15,2.4,54,Freshman,Engineering
Eliana Johnson,16,1.47,5,Victory Lap,Engineering
Lisa Wilson,15,3.19,11,Freshman,Computer Science
Katerina DeFreitas,15,3.93,15,Junior,Business
Keaton Miller,17,1.95,41,Freshman,Bio Med
Roman DeFreitas,17,2.52,35,Sophomore,Early College
Danielle Manukyan,19,3.05,49,Sophomore,Culinary
Elijah Brown,14,0.39,49,Senior,Engineering
Marge Manukyan,16,3.91,23,Sophomore,Criminal Justice
Aiden Willaims,17,3.42,52,Junior,Construction
Andrew DeFreitas,15,2.83,1,Victory Lap,Business
Rachel DeFreitas,14,2.13,35,Victory Lap,Early College
Elijah Brown,17,3.07,34,Junior,Early College
Jane Davis,15,0.66,37,Senior,Bio Med
Katerina Jones,15,3.5,45,Senior,Construction
Ben Foster,15,2.16,19,Freshman,Early Childhood Education
Katerina Jones,18,2.94,8,Senior,Computer Science
Lucian Davis,15,2.13,42,Freshman,Criminal Justice
Elijah Davis,18,0.56,24,Freshman,Marketing
Aiden Johnson,17,2.58,43,Freshman,Marketing
Katerina Moore,18,1.45,32,Victory Lap,Early Childhood Education
Joe Willaims,17,1.46,44,Junior,Engineering
Marge Davis,19,1.85,49,Freshman,Early College
Kaden Foster,14,3.97,7,Freshman,Bio Med
Lucian Smith,15,3.76,28,Junior,Computer Science
Rachel Miller,14,1.11,2,Senior,Engineering
Emma Willaims,14,3.37,11,Junior,Early College
Danielle Manukyan,15,1.27,53,Freshman,Bio Med
Lucian Davis,15,2.8,52,Sophomore,Early College
Mac Smith,14,3.39,39,Senior,Criminal Justice
Kaden Willaims,16,1.39,17,Freshman,Construction
Andrew DeFreitas,19,2.43,45,Sophomore,Early College
Lisa Fogarty,16,0.72,2,Junior,Early Childhood Education
Alexis Miller,14,2.26,38,Junior,Bio Med
Elijah Fogarty,17,3.8,23,Senior,Marketing
Kyan Jones,16,1.21,26,Senior,Early Childhood Education
Katerina Willaims,19,1.11,6,Sophomore,Criminal Justice
Ben DeFreitas,14,1.44,18,Senior,Computer Science
Lisa Davis,16,1.62,58,Junior,Construction
Emmy Johnson,19,1.69,50,Victory Lap,Culinary
Elijah Johnson,15,3.98,27,Sophomore,Engineering
Roman Jones,17,3.74,24,Freshman,Computer Science
Lucian Brown,19,3.75,49,Senior,Early Childhood Education
Kyan Davis,18,4.15,55,Sophomore,Early College
Lucian Brown,16,0.69,12,Junior,Criminal Justice
Lucian Foster,17,3.39,52,Freshman,Bio Med
Joe Fogarty,15,2.9,47,Junior,Marketing
Danielle Wilson,16,2.48,41,Freshman,Criminal Justice
Joe Willaims,17,0.6,47,Senior,Early College
Van Fogarty,15,1.23,28,Sophomore,Computer Science
Joe Jones,15,4.18,20,Senior,Computer Science
Katerina Wilson,17,1.5,11,Victory Lap,Marketing
Lisa Manukyan,14,2.55,60,Freshman,Early College
Van DeFreitas,17,2.12,28,Freshman,Criminal Justice
Roman Wilson,16,3.03,37,Freshman,Criminal Justice
Mac Miller,19,1.5,55,Sophomore,Bio Med
Emmy Davis,15,0.46,15,Senior,Marketing
Kyan Wilson,14,1.63,16,Sophomore,Computer Science
Lucian Anderson,19,3.05,3,Senior,Marketing
Aiden Smith,15,1.42,44,Victory Lap,Marketing
Aiden Anderson,16,2.89,55,Junior,Construction
Roman Garcia,18,3.93,54,Senior,Marketing
Lucian Manukyan,17,0.31,15,Sophomore,Computer Science
Marge Jones,16,0.43,18,Freshman,Computer Science
Jill Miller,15,0.61,43,Junior,Culinary
Joe Anderson,16,2.97,29,Victory Lap,Criminal Justice
Roman Manukyan,16,3.6,10,Freshman,Construction
Noah Anderson,19,3.61,15,Victory Lap,Criminal Justice
Emmy Johnson,14,2.11,44,Sophomore,Culinary
Mac Brown,14,1.27,51,Senior,Early College
Jill Jones,16,2.98,56,Senior,Marketing
Ben DeFreitas,18,1.89,38,Sophomore,Early Childhood Education
Elijah Manukyan,17,1.72,2,Victory Lap,Business
Emma Miller,18,1.36,15,Victory Lap,Culinary
Elijah Willaims,14,2.63,39,Freshman,Business
Mac Manukyan,19,0.39,59,Sophomore,Computer Science
Aiden Anderson,16,3.02,10,Sophomore,Criminal Justice
Lucian Moore,16,3.8,32,Sophomore,Business
Katerina Foster,17,0.41,10,Senior,Computer Science
Roman Manukyan,17,2.32,45,Senior,Criminal Justice
Jill Brown,19,2.65,35,Victory Lap,Construction
Eliana Moore,17,3.04,24,Victory Lap,Engineering
Emmy Moore,19,0.82,55,Victory Lap,Bio Med
Keaton Brown,19,0.67,24,Junior,Bio Med
Marge Fogarty,16,1.69,36,Sophomore,Early College
Marge Foster,19,2.0,6,Junior,Early Childhood Education
Kyan DeFreitas,17,1.76,3,Sophomore,Early College
Van Foster,19,3.75,55,Victory Lap,Engineering
Marge Garcia,16,4.01,27,Senior,Early College
Emma Moore,19,3.15,12,Victory Lap,Culinary
Keaton Brown,18,0.69,33,Victory Lap,Engineering
Noah Jones,16,4.24,31,Victory Lap,Marketing
Marge Manukyan,15,1.43,8,Junior,Engineering
Danielle Willaims,16,1.35,4,Victory Lap,Construction
Benedict Wilson,19,3.47,30,Junior,Bio Med
Marge DeFreitas,16,0.65,42,Senior,Construction
Ben Wilson,14,3.21,31,Junior,Construction
Andrew Jones,16,2.07,57,Senior,Culinary
Mac Foster,16,2.43,4,Junior,Engineering
Alexis Smith,16,4.1,10,Sophomore,Computer Science
Lisa Jones,16,2.4,15,Junior,Culinary
Emmy Moore,16,3.19,51,Junior,Computer Science
Emma Davis,17,2.73,57,Junior,Marketing
Roman Miller,16,3.28,53,Freshman,Bio Med
Rachel Foster,16,3.7,10,Freshman,Engineering
Emmy Miller,16,1.98,36,Victory Lap,Bio Med
Benedict Jones,18,4.25,15,Sophomore,Culinary
Jane Jones,15,1.64,19,Sophomore,Early Childhood Education
Emmy Willaims,18,2.99,37,Victory Lap,Business
Ben Brown,17,2.25,11,Freshman,Bio Med
Kyan Miller,18,0.44,24,Victory Lap,Culinary
Lucian Anderson,15,0.53,6,Victory Lap,Engineering
Mac Wilson,19,1.54,22,Freshman,Marketing
Lisa DeFreitas,19,0.76,31,Freshman,Business
Lucian Foster,15,0.53,6,Freshman,Culinary
Benedict Willaims,16,2.7,38,Senior,Criminal Justice
Aiden Brown,19,0.69,2,Senior,Bio Med
Benedict Wilson,14,3.2,59,Victory Lap,Early Childhood Education
Roman Smith,19,2.63,46,Senior,Criminal Justice
