Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Benjamin Davis,24,2.71,3,101,Physics,Graduate
Benjamin Smith,21,2.99,3,100,Science,Junior
Alex Thomas,18,3.1,0,22,Science,Junior
Sophia Hernandez,18,3.01,2,6,Chemistry,Junior
Andrew Taylor,23,2.83,1,75,Business,Senior
Joseph Moore,22,3.74,0,41,Biology,Sophomore
Benjamin Davis,22,2.61,1,112,Physics,Graduate
Amelia Clark,24,2.23,1,37,Engineering,Graduate
Joseph Sanchez,24,2.91,2,42,Philosophy,Junior
Abigail White,18,2.19,3,34,Engineering,Senior
Katie Jones,20,2.11,2,18,Science,Freshman
Abigail Jones,23,2.77,2,110,Business,Graduate
Sophia Sanchez,18,3.43,3,79,Biology,Junior
Michael Gonzalez,23,2.07,0,33,Mathematics,Freshman
Amelia Smith,20,2.75,2,103,Business,Senior
Joseph Jackson,20,2.47,3,76,Science,Graduate
Jane Hernandez,19,2.65,0,99,Physics,Junior
Charlotte White,22,2.24,2,105,Literature,Sophomore
James Taylor,24,3.11,2,71,Science,Junior
Michael Williams,25,2.12,2,41,Chemistry,Senior
Chris Thomas,21,3.49,2,73,History,Freshman
Alex Williams,25,3.15,3,39,Computer Science,Sophomore
Ethan Lee,20,3.45,1,9,Computer Science,Freshman
Sophia White,18,3.56,3,90,Philosophy,Senior
David Brown,19,3.81,3,4,Economics,Freshman
Samuel Brown,20,2.72,3,14,Biology,Graduate
Jane Martinez,25,2.01,3,70,Engineering,Sophomore
Alex Gonzalez,23,2.5,1,45,Business,Sophomore
Lucas White,23,3.52,2,5,Sociology,Junior
Chris Hernandez,18,3.19,0,35,Chemistry,Graduate
Mia Harris,20,3.82,2,71,Engineering,Freshman
Lucas Robinson,18,3.51,1,4,Art,Sophomore
Daniel Lee,19,2.91,2,98,History,Freshman
Amelia Lee,18,3.18,1,118,Mathematics,Junior
Laura Thomas,24,3.54,3,113,Literature,Freshman
Evelyn Moore,23,2.99,2,104,Mathematics,Graduate
Andrew Williams,20,2.29,1,12,Science,Junior
Elijah Gonzalez,25,2.95,2,108,Business,Junior
Amelia Jackson,21,3.56,3,71,Psychology,Junior
Joseph Gonzalez,21,2.07,0,55,Business,Sophomore
Elijah Johnson,22,2.03,1,75,Computer Science,Graduate
Benjamin Thompson,23,3.75,0,20,Computer Science,Junior
Samuel Ramirez,25,3.67,1,17,Sociology,Sophomore
Laura Hernandez,23,2.56,1,106,Computer Science,Sophomore
Abigail Perez,19,2.39,1,83,Biology,Senior
David Davis,22,2.47,2,83,Physics,Sophomore
Jane White,21,3.11,0,1,Physics,Sophomore
Emma Thomas,24,2.95,0,89,Science,Senior
Sophia Brown,23,2.49,3,118,Economics,Freshman
James Wilson,21,2.38,0,63,Mathematics,Senior
Amelia Gonzalez,24,3.01,1,95,Philosophy,Sophomore
Harper Hernandez,21,3.55,0,100,Business,Sophomore
James Ramirez,19,2.81,2,15,Biology,Junior
Matthew Martin,18,2.18,2,27,Literature,Freshman
Chris Hernandez,25,3.26,1,104,Sociology,Graduate
Isabella Brown,19,3.62,0,84,History,Graduate
Chris Perez,21,2.47,0,104,Mathematics,Sophomore
Emma Anderson,23,2.46,0,54,Computer Science,Junior
Chris Lopez,19,3.85,0,32,Physics,Senior
Amelia Perez,18,2.89,3,90,Business,Sophomore
Michael Harris,20,3.09,3,29,Computer Science,Sophomore
Matthew Lopez,22,2.95,2,75,Computer Science,Graduate
Charlotte Wilson,19,3.62,1,38,Biology,Graduate
Emily Thompson,18,3.7,1,33,Literature,Freshman
Olivia Harris,24,2.11,3,103,Physics,Senior
Sophia White,23,3.29,0,9,Business,Junior
Alex Lopez,24,2.8,0,77,Philosophy,Sophomore
Chris Jackson,19,2.39,1,106,Engineering,Graduate
Sarah Moore,20,2.96,0,61,Physics,Junior
Samuel Harris,19,3.15,0,69,Computer Science,Senior
Matthew Martin,22,3.31,3,81,Mathematics,Senior
Laura Taylor,24,2.49,1,34,Science,Sophomore
Evelyn Williams,18,2.35,0,55,Sociology,Graduate
Lucas Anderson,23,2.8,0,64,Biology,Junior
Sarah Jackson,23,3.53,2,106,Literature,Senior
John Miller,24,2.88,0,106,Biology,Graduate
Chris White,25,3.37,0,103,Science,Sophomore
Olivia Lee,25,2.79,1,51,Sociology,Freshman
Alex Moore,21,3.1,0,50,Computer Science,Freshman
Charlotte Miller,24,3.06,1,86,Science,Freshman
Joseph Gonzalez,19,2.32,3,101,Sociology,Graduate
Laura Garcia,19,3.54,2,105,Literature,Freshman
Jane Rodriguez,19,2.74,2,97,Science,Junior
Emma Gonzalez,20,2.39,1,9,Sociology,Senior
David Garcia,18,2.09,0,10,Economics,Junior
Emma Brown,23,2.81,1,117,Biology,Graduate
Harper Anderson,21,2.24,3,7,Biology,Junior
Elijah Moore,24,2.8,2,62,Science,Graduate
James Miller,23,2.6,2,77,Economics,Sophomore
Matthew Gonzalez,21,2.31,0,1,Chemistry,Senior
Amelia Moore,22,3.94,2,76,Sociology,Senior
Alex Ramirez,21,3.04,3,27,Science,Senior
Emily Taylor,21,2.15,1,103,Art,Sophomore
Michael Ramirez,22,2.62,3,109,History,Senior
Andrew Jones,18,2.42,2,10,Economics,Junior
Katie Clark,22,2.06,1,21,Economics,Graduate
Mia Clark,21,3.34,1,96,Chemistry,Sophomore
Sarah Williams,25,3.36,1,43,Computer Science,Sophomore
Evelyn Miller,25,2.18,3,46,Science,Junior
Katie White,21,3.8,0,83,Psychology,Sophomore
Evelyn Wilson,18,2.45,2,120,Philosophy,Senior
Olivia Davis,20,3.3,0,98,Science,Sophomore
Evelyn Taylor,24,3.12,1,6,Sociology,Senior
Sarah Williams,21,2.79,1,39,Chemistry,Graduate
Emma Garcia,19,2.18,1,67,Philosophy,Junior
Chris Martin,23,2.96,2,99,Computer Science,Senior
Harper Miller,18,2.28,3,86,Science,Sophomore
Sophia White,19,2.91,1,88,Philosophy,Graduate
Amelia Johnson,22,2.63,2,4,Biology,Graduate
Amelia Thompson,24,2.78,3,62,Science,Freshman
Samuel Taylor,20,3.72,2,120,Biology,Sophomore
Evelyn Lewis,22,3.45,2,73,Engineering,Senior
Katie Robinson,25,2.91,1,64,Science,Sophomore
Abigail Lee,25,4.0,2,2,Mathematics,Graduate
Benjamin Taylor,24,3.88,1,104,Chemistry,Senior
Laura Johnson,21,3.49,3,70,Engineering,Graduate
Andrew Thomas,22,2.91,0,59,Business,Senior
Benjamin Rodriguez,19,2.33,3,58,Computer Science,Graduate
John Hernandez,19,3.38,1,108,Science,Sophomore
Ethan Martin,23,2.83,0,15,Computer Science,Junior
Jane Wilson,19,3.99,1,100,Engineering,Graduate
Sarah Jones,22,3.55,0,78,Business,Graduate
Ethan Garcia,24,3.04,0,53,Economics,Sophomore
Matthew Martinez,24,2.96,2,13,Sociology,Senior
Emily Robinson,20,3.6,3,33,Physics,Freshman
Evelyn Harris,22,3.55,3,84,Sociology,Senior
Chris Lewis,24,2.96,2,66,Biology,Junior
Sarah Lee,24,2.63,1,9,Art,Freshman
Abigail Robinson,19,3.53,3,52,Psychology,Graduate
Laura Williams,22,3.35,0,69,Physics,Graduate
Elijah Davis,23,2.89,2,18,Biology,Junior
Emily Sanchez,24,2.63,3,69,History,Senior
John Sanchez,19,2.98,3,70,Sociology,Freshman
Isabella Lewis,21,3.96,2,10,Chemistry,Graduate
Joseph Lee,22,3.59,3,68,Philosophy,Sophomore
Jane Moore,18,3.64,2,46,Science,Freshman
Olivia Robinson,18,2.62,2,110,Economics,Graduate
Emma Davis,24,2.64,3,91,Sociology,Freshman
Daniel Robinson,20,2.58,1,110,Sociology,Senior
Emma Johnson,23,3.12,2,30,Biology,Sophomore
Evelyn Lee,21,2.77,3,8,Engineering,Junior
Harper Gonzalez,23,3.33,0,82,Sociology,Junior
Jane Sanchez,19,2.54,2,90,Psychology,Graduate
Abigail Brown,25,3.12,1,113,Art,Freshman
Lucas Brown,20,2.06,1,117,History,Senior
Samuel Lee,23,4.0,3,13,Sociology,Junior
Emily Lopez,25,2.22,1,120,Science,Senior
Emily Williams,20,3.92,2,100,History,Graduate
John Lee,19,2.15,1,84,Mathematics,Graduate
Ethan Lee,21,3.57,1,16,Psychology,Senior
Alex Moore,22,2.39,2,89,Sociology,Senior
Daniel Wilson,24,3.06,2,54,Computer Science,Graduate
Amelia Johnson,19,3.59,0,115,Literature,Sophomore
Harper Jones,22,3.8,0,32,Mathematics,Graduate
Joseph Davis,23,3.38,0,11,Computer Science,Graduate
Joseph Rodriguez,23,3.25,1,58,Psychology,Freshman
Samuel Lee,22,3.26,1,13,Philosophy,Sophomore
Mia Lee,19,2.29,3,113,Physics,Senior
Charlotte Brown,21,3.31,0,79,Computer Science,Senior
Chris Thomas,24,2.03,2,4,Engineering,Sophomore
Amelia Smith,18,3.26,0,1,Computer Science,Graduate
James Robinson,25,3.93,1,112,Economics,Senior
Andrew Garcia,25,2.82,2,20,Computer Science,Graduate
James Gonzalez,24,2.59,3,64,Psychology,Graduate
Daniel Smith,20,3.37,0,53,Mathematics,Junior
Sarah Martin,24,2.91,1,13,Science,Junior
Amelia Robinson,24,3.7,0,100,Chemistry,Junior
Katie Lopez,21,2.47,2,91,Business,Graduate
Jane Lewis,21,2.66,2,99,Computer Science,Senior
Emma Garcia,24,3.95,1,20,Mathematics,Freshman
Samuel Perez,25,2.56,0,52,Philosophy,Graduate
Matthew Smith,22,3.67,3,107,Sociology,Junior
Chris Thompson,23,3.85,2,48,Mathematics,Senior
Michael Rodriguez,24,2.99,3,58,Physics,Sophomore
Matthew White,25,3.21,1,19,Computer Science,Junior
Katie Moore,24,2.92,0,11,Business,Sophomore
Emily Anderson,19,2.17,3,40,Chemistry,Freshman
Evelyn Ramirez,20,2.05,1,84,Computer Science,Sophomore
James Harris,24,2.82,2,24,Biology,Graduate
Isabella Anderson,20,3.2,2,48,History,Sophomore
Ethan Brown,23,2.33,3,47,Business,Sophomore
Jane Brown,25,3.31,0,34,Psychology,Freshman
Mia Rodriguez,21,3.53,0,60,Chemistry,Senior
Mia Johnson,18,2.76,0,77,Computer Science,Senior
Isabella White,24,3.29,0,97,Business,Senior
John Clark,21,2.96,2,75,Engineering,Junior
Michael Miller,25,3.89,2,84,Philosophy,Graduate
Amelia Clark,21,3.73,1,59,History,Freshman
Emily Thomas,24,3.03,0,47,Business,Freshman
Matthew Rodriguez,23,3.78,3,39,Business,Senior
Elijah Jones,22,2.0,3,30,Economics,Graduate
Abigail Martin,18,2.06,0,55,Philosophy,Graduate
Michael Davis,21,2.84,0,95,Mathematics,Sophomore
Abigail Johnson,25,2.92,2,106,Economics,Sophomore
Benjamin Miller,22,3.59,0,56,Business,Junior
Elijah Johnson,22,3.14,2,25,Science,Graduate
Sophia Taylor,21,2.38,3,66,Science,Senior
Emma Smith,25,2.19,0,31,Philosophy,Freshman
Daniel Thompson,19,2.65,3,119,Art,Freshman
Laura Smith,21,3.52,0,39,Sociology,Freshman
Olivia Jones,18,2.25,2,49,Business,Graduate
Michael Anderson,24,3.48,0,63,Engineering,Graduate
Sarah Johnson,21,3.03,1,15,Sociology,Junior
Sarah Martin,23,2.06,0,59,Art,Graduate
Chris Moore,23,3.56,0,19,Psychology,Freshman
Samuel Sanchez,25,3.34,0,46,Chemistry,Junior
Harper Brown,20,2.28,0,31,Economics,Sophomore
Emily Perez,23,3.28,1,99,History,Senior
David Jones,22,2.11,0,105,Science,Graduate
Alex Lee,24,3.37,0,10,Art,Freshman
Andrew White,22,2.17,3,2,Mathematics,Junior
Sarah Harris,23,3.52,0,61,Computer Science,Junior
Abigail Wilson,20,3.45,3,55,Business,Freshman
Michael Perez,24,3.67,3,65,Biology,Junior
Abigail White,25,2.44,2,42,Literature,Senior
Emily Hernandez,23,3.47,1,23,Psychology,Freshman
Harper Smith,22,3.33,3,13,Business,Junior
Isabella Sanchez,18,3.41,3,17,Computer Science,Junior
Charlotte Lopez,21,3.17,2,10,Computer Science,Sophomore
David Ramirez,23,3.45,0,93,Sociology,Freshman
James Moore,23,2.02,1,18,Psychology,Graduate
Ethan Thompson,23,2.93,0,93,Business,Junior
Alex Miller,21,3.1,1,8,Economics,Freshman
Abigail Lee,19,3.08,0,39,Biology,Sophomore
Joseph Anderson,19,3.04,1,76,Philosophy,Freshman
Benjamin Jackson,24,2.13,3,98,Biology,Sophomore
Abigail Thompson,21,3.29,1,12,Literature,Junior
Emma Davis,25,3.02,3,67,Literature,Graduate
Daniel Wilson,20,3.34,0,60,Philosophy,Junior
Emma Taylor,20,2.33,3,0,Mathematics,Graduate
Ethan Gonzalez,22,2.9,1,28,Science,Graduate
Samuel Moore,23,3.13,2,24,Physics,Sophomore
Isabella Robinson,23,2.71,0,7,Computer Science,Senior
Ethan Anderson,25,2.98,0,76,Psychology,Graduate
John Moore,23,3.11,0,97,Chemistry,Junior
Elijah Anderson,23,2.45,2,84,Economics,Junior
Harper Martinez,21,3.73,1,114,History,Sophomore
Matthew Ramirez,19,2.14,0,10,History,Sophomore
Harper Davis,22,3.01,0,25,Sociology,Sophomore
Andrew Perez,24,2.26,1,17,Sociology,Junior
Sarah Martin,20,3.11,2,78,Chemistry,Junior
Joseph Lopez,20,3.77,3,29,Literature,Sophomore
Olivia Perez,21,2.85,0,30,Science,Senior
John Miller,22,3.71,2,52,Engineering,Sophomore
Emily Jackson,24,3.62,3,9,Psychology,Senior
Olivia Garcia,25,3.22,0,119,Economics,Graduate
Charlotte Rodriguez,20,3.39,3,54,Science,Sophomore
Olivia Ramirez,20,2.87,2,99,Chemistry,Sophomore
Sophia Brown,20,3.11,3,39,Chemistry,Freshman
Ethan Hernandez,24,2.12,3,53,Biology,Junior
Amelia White,21,3.89,2,45,Biology,Graduate
Chris Sanchez,24,2.01,1,23,Business,Junior
Joseph Robinson,20,3.78,2,106,Economics,Junior
Daniel Anderson,20,3.48,0,9,Business,Sophomore
Ethan Martin,20,2.79,2,44,Science,Graduate
Samuel Taylor,22,2.6,2,19,Mathematics,Junior
Mia Moore,19,2.79,1,27,Economics,Junior
Olivia Harris,25,3.18,3,22,History,Graduate
Evelyn Perez,24,3.58,1,13,Sociology,Freshman
Andrew Perez,25,3.3,0,41,Sociology,Junior
Chris Brown,24,2.79,1,16,Engineering,Senior
Joseph Thomas,21,3.89,1,51,Physics,Senior
Emily Garcia,20,3.85,1,104,Chemistry,Junior
Mia Taylor,20,3.84,0,107,Mathematics,Junior
Benjamin Wilson,18,3.87,2,94,Economics,Graduate
Lucas Lopez,22,2.02,2,91,History,Freshman
Harper White,21,2.87,2,105,Literature,Freshman
Emma Williams,18,3.55,2,86,Philosophy,Graduate
Charlotte Sanchez,18,2.89,1,77,Engineering,Freshman
Samuel Clark,24,2.07,0,88,Computer Science,Graduate
Laura Smith,21,2.37,1,49,Physics,Sophomore
Samuel Martinez,22,2.95,2,74,Science,Junior
Jane Lopez,24,2.62,0,105,Sociology,Sophomore
Mia Brown,24,2.83,0,42,Science,Freshman
Joseph Martinez,21,3.73,2,106,Business,Graduate
Laura Wilson,20,2.21,0,54,Psychology,Junior
Jane Johnson,24,2.87,3,71,Physics,Senior
John Taylor,21,3.31,2,46,Business,Sophomore
John Clark,24,2.36,3,28,Business,Senior
Laura Harris,18,2.38,1,108,Literature,Graduate
Abigail Harris,20,3.71,0,63,Economics,Senior
John Clark,22,3.09,1,104,Literature,Senior
Lucas Davis,25,2.71,3,52,Science,Junior
Sarah Clark,23,2.63,2,105,Physics,Graduate
Katie Clark,23,2.43,1,119,Biology,Graduate
Olivia Jackson,20,3.68,1,4,Chemistry,Junior
Elijah Perez,21,2.55,0,18,Computer Science,Freshman
Matthew Thomas,25,2.73,3,118,Literature,Freshman
Jane Jones,22,3.91,3,5,Business,Sophomore
Amelia Brown,20,2.1,1,35,Literature,Graduate
Chris Moore,18,2.3,1,3,Physics,Junior
Lucas Harris,19,3.39,0,28,Economics,Sophomore
Sophia Johnson,21,2.47,2,1,Business,Graduate
Michael Martin,21,2.29,1,109,Biology,Freshman
Andrew Perez,22,3.42,1,69,Philosophy,Junior
Daniel Robinson,22,3.76,2,75,History,Freshman
Chris Taylor,18,2.39,1,94,Computer Science,Senior
Emily Robinson,19,3.24,3,62,History,Graduate
Sophia Thompson,20,3.68,3,0,Biology,Senior
Sarah Moore,23,2.75,0,34,Art,Freshman
Alex Martin,22,3.39,3,41,Biology,Graduate
Matthew Anderson,23,2.21,1,89,Literature,Senior
Sophia Jones,18,2.03,3,17,Science,Freshman
Emily Harris,24,4.0,1,103,Literature,Graduate
Matthew Lopez,23,2.22,1,82,Physics,Junior
Olivia Williams,21,3.17,3,111,Science,Junior
David Thomas,20,3.34,2,116,Chemistry,Junior
David Brown,20,2.32,3,42,Mathematics,Senior
James Moore,22,3.77,2,63,Psychology,Sophomore
Emily Sanchez,24,2.67,3,109,Literature,Graduate
Ethan White,21,2.64,0,95,Science,Graduate
Samuel Harris,23,2.34,2,12,Mathematics,Senior
Sophia Wilson,25,2.69,3,118,Philosophy,Junior
Charlotte Brown,24,3.25,1,76,Physics,Graduate
Lucas Gonzalez,20,2.95,1,108,Business,Junior
John Martin,24,2.89,0,67,Business,Sophomore
Ethan Lewis,19,2.18,1,87,History,Junior
Michael Taylor,25,3.04,1,107,Economics,Sophomore
Sophia Smith,20,3.6,1,21,Literature,Junior
Evelyn Clark,24,2.17,2,25,Psychology,Graduate
Charlotte Sanchez,18,2.81,0,80,Engineering,Graduate
David Ramirez,22,3.93,3,36,Business,Sophomore
Olivia Lopez,21,2.74,3,42,Engineering,Junior
Michael Harris,22,3.05,1,26,Business,Freshman
Abigail Lee,22,2.42,2,106,Psychology,Graduate
Evelyn Brown,24,3.89,0,118,Business,Senior
Sophia Robinson,24,2.51,0,11,Physics,Junior
Joseph Rodriguez,21,3.11,0,42,Science,Sophomore
David Moore,25,3.74,0,48,Economics,Sophomore
Samuel Martinez,25,3.72,2,97,Science,Senior
John Hernandez,24,3.72,0,34,Physics,Senior
Daniel Gonzalez,18,3.02,1,87,Engineering,Sophomore
Lucas Sanchez,22,2.2,3,71,Sociology,Freshman
Matthew White,22,3.12,2,18,Chemistry,Freshman
Emma Harris,20,3.68,1,35,Economics,Senior
Isabella Jones,20,2.44,1,67,Chemistry,Sophomore
David Wilson,19,2.28,0,119,Business,Junior
Emily Rodriguez,22,2.66,0,30,Sociology,Freshman
Amelia Sanchez,19,2.33,3,38,History,Freshman
David Lewis,20,2.03,1,101,Biology,Junior
Lucas Williams,22,3.89,3,49,Economics,Graduate
James Williams,21,2.1,2,29,Psychology,Graduate
Samuel Gonzalez,23,2.04,2,53,Science,Junior
Jane Sanchez,24,2.66,0,11,Philosophy,Sophomore
Emily Lee,23,3.86,1,105,Science,Graduate
David Jones,18,3.35,3,44,Engineering,Freshman
David Lopez,21,2.93,3,9,Science,Junior
Sophia Thomas,21,3.97,0,65,Economics,Sophomore
Harper Smith,22,3.91,0,74,Mathematics,Freshman
John White,20,3.57,3,22,Art,Sophomore
Laura Thomas,21,2.54,2,115,Biology,Senior
Chris Garcia,20,3.0,1,79,Mathematics,Graduate
Matthew Martinez,21,2.35,2,78,Mathematics,Sophomore
Charlotte Davis,25,3.97,0,2,Literature,Graduate
Matthew Hernandez,22,2.27,2,93,Physics,Graduate
Amelia Rodriguez,25,2.39,3,75,History,Junior
Jane Brown,25,3.11,1,28,Psychology,Freshman
Katie Brown,21,3.56,1,25,Psychology,Senior
Elijah Brown,18,2.96,2,45,Science,Freshman
Mia Jones,19,3.41,3,75,Literature,Junior
Sophia Gonzalez,23,3.73,0,32,Physics,Graduate
Katie Lewis,20,2.02,1,49,Computer Science,Junior
Benjamin Anderson,20,3.9,2,78,Computer Science,Junior
Benjamin Harris,22,2.28,2,101,Physics,Senior
Charlotte Harris,20,2.32,0,85,Mathematics,Sophomore
Jane Perez,25,3.39,0,119,Computer Science,Freshman
Ethan Wilson,21,3.04,0,88,Mathematics,Sophomore
Sophia Lopez,23,3.45,0,21,Business,Freshman
Ethan Jones,21,3.04,0,75,Physics,Graduate
Jane White,23,2.17,3,32,Business,Junior
Laura Smith,25,3.02,3,1,Physics,Junior
Isabella Rodriguez,24,3.89,1,21,Art,Sophomore
Michael Ramirez,22,2.2,0,61,Philosophy,Sophomore
Jane Lewis,22,3.57,0,32,Philosophy,Sophomore
Michael Brown,20,3.27,3,43,Physics,Junior
Emma Johnson,23,2.35,2,49,Chemistry,Freshman
Emily Gonzalez,24,3.85,0,38,Literature,Junior
Jane Ramirez,18,3.65,3,85,Sociology,Graduate
Sophia White,24,3.71,0,116,Mathematics,Freshman
Sophia Gonzalez,22,2.52,1,14,Sociology,Freshman
Evelyn Miller,24,2.53,2,119,Physics,Junior
Matthew Taylor,24,2.07,0,43,Chemistry,Sophomore
Joseph Lopez,25,2.52,0,19,Business,Freshman
James Harris,21,3.12,3,98,Chemistry,Sophomore
Jane Taylor,21,3.66,2,41,Engineering,Freshman
Amelia Rodriguez,22,3.81,2,113,Business,Freshman
Matthew Harris,19,2.23,0,14,Economics,Freshman
Amelia Anderson,19,3.98,1,54,Art,Freshman
Jane Lee,20,2.77,2,18,Philosophy,Junior
Emma Hernandez,23,2.21,1,11,Literature,Junior
Ethan Clark,20,2.26,0,108,Chemistry,Junior
David Martin,22,2.81,1,102,Business,Sophomore
Emily Lee,24,3.98,2,100,Physics,Sophomore
David Miller,19,2.37,0,78,Science,Junior
Jane Thomas,18,3.91,0,24,History,Sophomore
Abigail Sanchez,18,2.5,3,48,Economics,Freshman
Daniel Jackson,23,2.07,3,116,History,Sophomore
Isabella Martin,19,2.8,1,90,Engineering,Junior
Laura White,23,3.94,1,60,Physics,Sophomore
Samuel Wilson,21,3.41,2,3,Sociology,Freshman
Jane Johnson,23,2.74,1,57,Art,Senior
Michael Wilson,22,2.06,3,31,History,Junior
Ethan Jackson,22,2.21,0,18,Art,Sophomore
Harper Martinez,20,2.79,2,13,Engineering,Graduate
Katie Clark,22,2.04,0,29,Engineering,Freshman
Alex Smith,25,2.42,0,1,Computer Science,Freshman
Katie Jackson,20,2.39,2,60,Chemistry,Sophomore
Andrew Perez,22,3.81,2,104,Mathematics,Graduate
Harper Perez,21,3.98,1,37,Sociology,Sophomore
Laura Thomas,19,3.2,1,93,Mathematics,Freshman
Lucas Jones,18,3.72,1,83,History,Senior
Matthew Taylor,22,3.39,2,112,Psychology,Freshman
Amelia Sanchez,21,2.67,3,7,Art,Graduate
Abigail Lopez,22,3.24,2,109,Physics,Graduate
Harper Lewis,18,2.36,1,105,Economics,Senior
Matthew Brown,22,2.16,3,41,Sociology,Sophomore
Chris Anderson,25,2.51,0,45,Literature,Senior
Harper Johnson,25,3.07,2,91,Business,Freshman
Michael Clark,18,2.01,3,69,Physics,Senior
Lucas Sanchez,18,3.5,0,32,Business,Senior
Elijah Taylor,18,3.23,1,95,Mathematics,Freshman
Lucas Wilson,22,3.88,2,37,Physics,Sophomore
Sophia Gonzalez,24,3.41,1,6,Mathematics,Sophomore
James Smith,22,2.47,0,98,Physics,Freshman
Jane Gonzalez,23,2.24,1,99,Mathematics,Senior
Jane White,23,3.17,2,55,Mathematics,Graduate
Emily Miller,20,3.61,3,25,Computer Science,Junior
Emily Ramirez,21,3.23,0,19,Engineering,Sophomore
Charlotte Thomas,24,3.89,1,106,Computer Science,Senior
Charlotte Lee,25,2.15,0,39,Business,Freshman
Chris Perez,24,2.06,0,120,Biology,Graduate
Alex Lewis,19,3.36,2,107,Business,Graduate
James Davis,25,2.4,2,93,Science,Freshman
Andrew Rodriguez,22,3.8,1,84,Literature,Freshman
Lucas Martinez,22,3.43,1,85,Engineering,Graduate
Evelyn Taylor,22,2.17,3,110,Science,Sophomore
Laura Miller,18,3.64,1,111,History,Graduate
John Thompson,24,2.31,3,55,Science,Junior
Ethan Martin,25,3.79,2,113,Literature,Sophomore
Jane Garcia,24,3.18,3,71,Literature,Graduate
Abigail White,21,2.16,2,78,Psychology,Freshman
David Hernandez,21,2.9,3,25,Biology,Senior
Sophia Gonzalez,21,3.34,3,97,Chemistry,Junior
Amelia Lopez,22,2.92,2,44,Physics,Junior
Chris Williams,24,3.24,1,120,Physics,Senior
Sarah Lopez,19,2.14,3,105,Psychology,Freshman
Charlotte Smith,19,3.37,3,93,Chemistry,Freshman
Joseph Martin,19,2.48,0,18,Economics,Freshman
Abigail Miller,22,2.46,0,114,Biology,Graduate
Emily Lopez,21,3.61,2,95,Literature,Senior
Chris Robinson,22,3.13,2,9,Engineering,Sophomore
Evelyn Brown,18,2.97,0,118,Philosophy,Graduate
Harper Davis,22,3.59,0,73,Literature,Sophomore
Sophia Sanchez,24,3.18,3,26,Philosophy,Junior
John Jones,18,3.11,3,86,Biology,Senior
Jane White,23,2.19,2,60,Physics,Graduate
James Davis,18,2.58,2,25,Engineering,Senior
Sarah Johnson,23,2.45,2,11,Mathematics,Graduate
Alex Garcia,21,3.59,3,22,Engineering,Freshman
Lucas Harris,22,3.19,1,64,Mathematics,Junior
Harper Smith,19,2.12,2,63,Sociology,Senior
Samuel Johnson,24,2.13,0,73,Psychology,Freshman
Matthew Harris,20,3.03,2,32,Psychology,Graduate
Alex Clark,19,3.56,0,66,Engineering,Senior
Benjamin Jones,25,2.47,3,35,Philosophy,Junior
Alex Johnson,24,2.2,1,93,History,Junior
Lucas Martinez,23,2.6,0,0,Mathematics,Sophomore
Amelia Rodriguez,22,2.12,3,48,History,Sophomore
Elijah Lee,21,2.17,1,82,Mathematics,Graduate
Chris Thomas,20,3.77,2,42,Art,Freshman
Matthew Garcia,18,3.46,1,0,Mathematics,Junior
Jane Smith,18,2.2,1,83,Engineering,Freshman
Matthew Hernandez,21,2.67,3,65,Biology,Freshman
Lucas Smith,18,3.11,3,12,History,Senior
Elijah Rodriguez,22,3.99,1,58,Science,Senior
Amelia Lopez,25,3.61,2,83,Science,Graduate
Evelyn Sanchez,21,2.46,2,6,Economics,Freshman
Jane Martinez,20,3.24,2,65,Mathematics,Freshman
Mia Thomas,25,2.21,3,47,Economics,Freshman
Ethan Jones,18,2.59,0,49,Philosophy,Freshman
Samuel Wilson,25,2.43,1,56,Literature,Junior
John Sanchez,24,2.82,1,60,Economics,Graduate
Matthew Miller,21,2.49,0,116,Science,Freshman
Sophia Lewis,20,2.35,3,79,Computer Science,Sophomore
Sarah Sanchez,24,2.4,2,100,Literature,Graduate
Abigail Johnson,23,2.1,0,9,Biology,Freshman
Daniel Garcia,23,3.65,1,18,Computer Science,Sophomore
Evelyn Johnson,25,2.86,0,75,Science,Sophomore
Evelyn Martin,22,3.85,2,9,Economics,Junior
Lucas Lewis,21,2.7,2,56,Literature,Graduate
Daniel Lewis,23,3.12,0,33,Philosophy,Senior
John Miller,24,2.45,0,64,Science,Freshman
Olivia Lewis,20,3.31,1,100,Philosophy,Senior
Sophia Clark,25,3.0,3,90,Business,Freshman
Harper Johnson,23,2.92,2,52,Mathematics,Graduate
Jane Robinson,21,2.77,2,111,Science,Senior
Chris Garcia,18,3.59,0,107,Sociology,Senior
Ethan Thompson,22,2.99,3,114,Computer Science,Sophomore
Emma Robinson,19,3.22,3,48,Physics,Senior
Alex Martinez,19,3.2,1,3,Philosophy,Freshman
Chris Johnson,18,3.81,1,17,Physics,Graduate
Ethan Perez,23,2.87,3,106,Economics,Sophomore
Matthew Robinson,23,3.79,1,35,Art,Senior
Ethan Rodriguez,25,2.98,1,106,Philosophy,Junior
Amelia Robinson,23,3.14,3,52,Chemistry,Graduate
Mia Ramirez,18,2.3,0,23,Biology,Junior
Alex Moore,21,3.02,2,70,Chemistry,Freshman
James Taylor,22,3.21,2,100,Chemistry,Senior
Daniel Wilson,25,3.41,1,119,Physics,Freshman
John Lewis,25,3.41,2,4,Philosophy,Freshman
Samuel Sanchez,24,3.5,1,44,Economics,Senior
