Name,Age,GPA,Credits Completed,Year,Pathway
Jill Willaims,14,2.35,5,Senior,Construction
Jane Jones,14,0.73,33,Sophomore,Early Childhood Education
Andrew Jones,14,2.03,35,Freshman,Computer Science
Alexis Miller,14,3.9,32,Sophomore,Bio Med
Roman Davis,17,3.07,4,Junior,Engineering
Jill Miller,16,2.07,4,Senior,Business
Kaden Smith,14,1.47,58,Victory Lap,Early College
Andrew Fogarty,14,0.86,59,Freshman,Construction
Noah Johnson,18,0.41,22,Victory Lap,Construction
Jane Brown,15,4.02,51,Freshman,Culinary
Danielle Johnson,18,3.57,45,Victory Lap,Engineering
Andrew Garcia,15,2.07,35,Victory Lap,Early Childhood Education
Emmy Johnson,19,1.77,44,Junior,Bio Med
Rachel DeFreitas,19,1.3,35,Victory Lap,Engineering
Eliana Johnson,16,3.25,28,Victory Lap,Marketing
Alexis Willaims,18,0.34,21,Victory Lap,Bio Med
Danielle Fogarty,18,4.25,15,Victory Lap,Construction
Lisa Miller,15,1.09,11,Senior,Criminal Justice
Elijah DeFreitas,17,1.74,56,Junior,Early Childhood Education
Lisa Wilson,17,3.33,0,Senior,Early College
Danielle Johnson,15,2.97,58,Victory Lap,Business
Jill DeFreitas,14,1.97,53,Freshman,Marketing
Van Wilson,14,2.14,35,Junior,Computer Science
Jill Davis,16,1.89,0,Junior,Engineering
Mac Moore,14,2.81,30,Junior,Criminal Justice
Lucian Anderson,18,3.67,47,Victory Lap,Early Childhood Education
Aiden Miller,17,1.09,30,Junior,Construction
Benedict Fogarty,18,3.92,42,Junior,Bio Med
Elijah Manukyan,18,0.43,47,Senior,Bio Med
Benedict DeFreitas,15,0.93,43,Victory Lap,Computer Science
Lisa Wilson,18,1.98,21,Junior,Early College
Van Jones,16,2.35,2,Sophomore,Construction
Van Moore,16,2.04,13,Victory Lap,Computer Science
Jill Willaims,16,2.2,11,Senior,Business
Alexis Fogarty,17,3.06,16,Sophomore,Construction
Lisa DeFreitas,15,3.91,32,Sophomore,Computer Science
Marge Jones,15,3.9,32,Sophomore,Engineering
Jill Foster,16,3.66,36,Freshman,Bio Med
Danielle Willaims,14,2.26,26,Victory Lap,Early Childhood Education
Danielle Brown,14,2.14,48,Senior,Culinary
Aiden Johnson,14,3.25,42,Freshman,Engineering
Elijah Foster,17,1.48,29,Freshman,Computer Science
Keaton Willaims,19,1.51,48,Victory Lap,Bio Med
Danielle Willaims,18,3.84,2,Junior,Computer Science
Katerina Fogarty,14,4.27,3,Junior,Business
Mac Brown,14,0.33,2,Sophomore,Bio Med
Benedict Wilson,14,0.86,47,Junior,Construction
Emma Wilson,18,2.67,27,Sophomore,Computer Science
Andrew Davis,19,1.3,48,Senior,Construction
Emma Wilson,18,1.66,30,Victory Lap,Computer Science
Joe Wilson,16,4.06,60,Victory Lap,Computer Science
Joe Smith,19,0.39,10,Senior,Engineering
Kyan DeFreitas,17,1.32,41,Junior,Early Childhood Education
Lucian Willaims,14,1.85,36,Victory Lap,Criminal Justice
Lisa Willaims,17,2.63,14,Sophomore,Business
Emma Fogarty,19,2.1,46,Sophomore,Construction
Noah Anderson,16,1.77,11,Senior,Computer Science
Noah Smith,19,4.25,48,Victory Lap,Computer Science
Alexis Jones,16,3.78,19,Junior,Computer Science
Joe Garcia,19,3.15,10,Sophomore,Engineering
Emmy Smith,19,1.77,32,Freshman,Marketing
Lucian Wilson,19,2.66,1,Victory Lap,Early College
Emmy Foster,15,1.93,21,Sophomore,Bio Med
Mac Garcia,18,2.35,44,Victory Lap,Engineering
Jane Wilson,16,1.2,25,Junior,Criminal Justice
Elijah Moore,14,0.81,49,Senior,Early College
Benedict Johnson,16,3.59,52,Freshman,Construction
Roman Fogarty,19,0.85,32,Senior,Construction
Emma Garcia,18,1.63,60,Junior,Criminal Justice
Katerina Willaims,18,2.87,34,Freshman,Construction
Benedict Johnson,18,0.48,15,Junior,Marketing
Katerina Fogarty,19,3.06,34,Junior,Marketing
Katerina Garcia,15,0.61,51,Junior,Criminal Justice
Rachel Wilson,16,2.36,45,Sophomore,Marketing
Aiden Anderson,15,1.78,28,Junior,Early College
Rachel Fogarty,19,3.08,22,Junior,Business
Benedict Fogarty,18,1.43,43,Freshman,Early Childhood Education
Emma DeFreitas,19,4.03,17,Freshman,Bio Med
Jill Manukyan,19,0.87,16,Senior,Computer Science
Marge Garcia,19,2.23,18,Freshman,Criminal Justice
Katerina Manukyan,18,1.22,3,Freshman,Computer Science
Lisa Moore,16,2.08,47,Junior,Marketing
Ben Johnson,18,0.47,60,Sophomore,Marketing
Noah Johnson,14,3.85,49,Senior,Culinary
Marge Fogarty,15,1.69,33,Freshman,Bio Med
Kyan Johnson,17,0.6,12,Senior,Early Childhood Education
Andrew Wilson,16,2.69,19,Senior,Marketing
Aiden Moore,18,4.14,28,Junior,Early College
Emmy Anderson,15,0.57,21,Sophomore,Construction
Mac Davis,19,1.35,45,Senior,Computer Science
Eliana Manukyan,15,3.66,11,Senior,Early Childhood Education
Noah Moore,16,1.55,28,Sophomore,Construction
Andrew Johnson,19,2.22,45,Freshman,Culinary
Kyan Anderson,16,4.14,27,Junior,Marketing
Mac Willaims,19,4.02,6,Senior,Bio Med
Emmy Willaims,19,4.26,13,Senior,Engineering
Marge Smith,14,1.21,42,Freshman,Engineering
Joe Anderson,16,3.82,47,Freshman,Bio Med
Emmy Miller,18,4.3,14,Victory Lap,Marketing
Kaden Wilson,15,2.7,13,Victory Lap,Construction
Van Foster,15,2.8,26,Sophomore,Bio Med
Kyan Moore,19,3.99,36,Senior,Early College
Jill Manukyan,18,3.52,32,Sophomore,Engineering
Elijah Foster,14,4.12,22,Senior,Early Childhood Education
Lucian Garcia,19,1.6,46,Sophomore,Early College
Aiden Manukyan,17,2.8,7,Victory Lap,Culinary
Jill Foster,18,1.49,58,Senior,Construction
Kyan Wilson,16,2.04,3,Senior,Computer Science
Aiden Fogarty,19,1.23,53,Victory Lap,Early College
Andrew Miller,18,1.56,38,Sophomore,Bio Med
Kyan Anderson,19,2.06,43,Freshman,Engineering
Andrew Jones,19,2.26,33,Freshman,Culinary
Emma Davis,14,2.95,34,Victory Lap,Construction
Rachel Johnson,17,3.74,23,Victory Lap,Business
Rachel DeFreitas,14,3.46,27,Sophomore,Engineering
Emmy Johnson,17,2.62,37,Junior,Early College
Andrew Manukyan,16,2.33,31,Freshman,Engineering
Benedict Johnson,19,1.57,23,Junior,Business
Aiden Davis,15,3.49,49,Junior,Early College
Mac Jones,17,0.58,55,Victory Lap,Computer Science
Jane Moore,17,0.82,17,Senior,Early Childhood Education
Kaden Smith,16,4.01,15,Senior,Marketing
Benedict Miller,15,0.85,21,Freshman,Early Childhood Education
Benedict Davis,15,3.02,46,Freshman,Business
Van Manukyan,14,1.37,60,Senior,Early College
Lucian Moore,18,1.6,4,Senior,Culinary
Alexis Anderson,14,1.28,27,Junior,Early Childhood Education
Marge Wilson,18,2.01,24,Junior,Computer Science
Kaden Davis,18,1.61,8,Victory Lap,Construction
Keaton Brown,14,1.23,48,Victory Lap,Engineering
Danielle Johnson,18,2.04,3,Junior,Culinary
Joe Johnson,14,1.42,37,Victory Lap,Early Childhood Education
Danielle DeFreitas,17,3.83,34,Senior,Engineering
Danielle Johnson,14,2.83,21,Victory Lap,Engineering
Rachel Foster,17,2.12,60,Sophomore,Culinary
Noah Foster,19,1.21,41,Sophomore,Early Childhood Education
Jane Brown,14,0.36,33,Senior,Early College
Benedict Anderson,19,2.68,33,Senior,Culinary
Kaden Willaims,14,2.75,5,Junior,Engineering
Kaden Foster,17,1.42,24,Sophomore,Business
Benedict Smith,16,2.12,4,Junior,Computer Science
Elijah Garcia,14,3.93,51,Freshman,Early College
Kyan Brown,15,2.75,55,Sophomore,Early College
Van Johnson,15,2.02,51,Freshman,Marketing
Keaton Jones,16,2.83,35,Junior,Engineering
Marge Smith,16,1.91,52,Junior,Computer Science
Emma DeFreitas,15,0.46,21,Sophomore,Culinary
Alexis Brown,19,3.07,52,Sophomore,Marketing
Noah Garcia,15,2.38,37,Junior,Early College
Rachel Johnson,14,2.21,8,Junior,Bio Med
Ben DeFreitas,18,0.62,60,Junior,Criminal Justice
Andrew Jones,17,3.16,20,Freshman,Bio Med
Aiden Moore,14,2.33,40,Junior,Computer Science
Kyan Fogarty,15,3.24,44,Freshman,Construction
Kyan Fogarty,18,1.06,53,Senior,Culinary
Mac Brown,14,3.04,23,Freshman,Culinary
Kaden Garcia,18,4.04,17,Freshman,Culinary
Kaden Brown,16,1.35,24,Senior,Criminal Justice
Andrew Johnson,15,3.82,58,Freshman,Early Childhood Education
Jane Manukyan,16,0.31,48,Freshman,Business
Marge Willaims,15,0.72,21,Junior,Bio Med
Rachel Davis,15,2.21,57,Freshman,Criminal Justice
Van Moore,19,3.13,34,Sophomore,Construction
Kyan Anderson,17,1.87,57,Senior,Marketing
Kaden Foster,14,0.59,42,Senior,Computer Science
Jane Miller,19,3.74,13,Freshman,Culinary
Jane Manukyan,16,1.19,6,Sophomore,Engineering
Rachel Wilson,14,4.09,13,Junior,Computer Science
Roman Fogarty,18,2.1,25,Junior,Business
Eliana Manukyan,16,4.11,26,Senior,Criminal Justice
Lisa Garcia,16,3.29,9,Freshman,Early Childhood Education
Roman DeFreitas,17,2.75,11,Freshman,Engineering
Aiden Jones,14,1.48,51,Freshman,Criminal Justice
Noah Foster,17,0.76,4,Victory Lap,Business
Van Brown,14,1.77,47,Junior,Culinary
Eliana Miller,17,2.11,41,Victory Lap,Early Childhood Education
Kaden Johnson,16,3.41,36,Sophomore,Early Childhood Education
Emma Smith,17,1.1,60,Junior,Business
Eliana Anderson,14,2.89,49,Sophomore,Bio Med
Elijah Moore,17,2.64,20,Sophomore,Computer Science
Rachel DeFreitas,18,2.75,60,Victory Lap,Early Childhood Education
Joe Johnson,19,2.79,44,Junior,Early Childhood Education
Elijah Wilson,16,1.34,31,Victory Lap,Culinary
Rachel Anderson,19,2.48,14,Junior,Early College
Keaton Miller,19,1.47,43,Junior,Bio Med
Emma Fogarty,16,1.12,36,Senior,Marketing
Jill Moore,15,1.18,59,Senior,Construction
Jill Miller,17,2.05,49,Senior,Bio Med
Noah Fogarty,18,3.1,21,Junior,Business
Van DeFreitas,19,1.55,17,Junior,Business
Benedict Smith,19,2.72,22,Senior,Marketing
Kaden Davis,16,3.79,49,Victory Lap,Culinary
Benedict Jones,15,3.61,40,Freshman,Marketing
Lisa Miller,15,2.98,18,Junior,Marketing
Emma DeFreitas,16,4.16,2,Freshman,Bio Med
Eliana Garcia,14,2.77,37,Victory Lap,Engineering
Jill Smith,18,1.04,5,Victory Lap,Bio Med
Emma Johnson,14,1.84,35,Senior,Culinary
Lisa Brown,19,1.85,5,Sophomore,Computer Science
Rachel Willaims,15,3.16,51,Sophomore,Marketing
Marge Foster,16,3.36,33,Senior,Computer Science
Danielle Davis,17,3.99,9,Freshman,Marketing
Eliana Fogarty,14,0.9,21,Senior,Culinary
Jane Jones,18,2.06,27,Senior,Computer Science
Noah Fogarty,16,3.84,40,Victory Lap,Early Childhood Education
Katerina Wilson,19,1.61,0,Victory Lap,Business
Keaton Brown,15,3.25,11,Junior,Bio Med
Roman Willaims,18,4.21,7,Junior,Criminal Justice
Andrew Davis,19,1.16,60,Junior,Construction
Katerina Foster,17,3.89,21,Sophomore,Construction
Lisa DeFreitas,17,3.37,15,Victory Lap,Business
Jill Wilson,16,3.36,20,Junior,Early College
Jane Wilson,14,1.93,7,Freshman,Early College
Kyan Willaims,18,2.25,31,Victory Lap,Engineering
Van Manukyan,14,1.17,58,Senior,Construction
Lucian Johnson,16,2.26,55,Senior,Criminal Justice
Jill Miller,15,1.2,33,Victory Lap,Business
Lisa Willaims,14,3.33,8,Victory Lap,Business
Roman Miller,17,4.1,47,Junior,Construction
Noah Brown,18,1.13,18,Senior,Culinary
Katerina Willaims,19,4.3,12,Junior,Bio Med
Danielle Foster,16,2.28,9,Victory Lap,Criminal Justice
Benedict Smith,18,3.8,34,Freshman,Early College
Kyan Miller,14,2.65,18,Victory Lap,Early College
Elijah Manukyan,17,1.03,9,Senior,Business
Alexis Miller,15,2.75,37,Junior,Criminal Justice
Ben Foster,16,3.52,34,Sophomore,Culinary
Ben Davis,19,3.83,21,Senior,Early College
Lisa Johnson,18,3.0,1,Junior,Culinary
Ben Garcia,17,1.2,3,Junior,Early Childhood Education
Lisa Anderson,16,1.71,21,Freshman,Business
Roman Manukyan,18,1.72,38,Junior,Business
Marge Davis,16,3.4,27,Senior,Business
Rachel Moore,16,1.67,12,Victory Lap,Business
Aiden Manukyan,19,1.68,48,Victory Lap,Business
Eliana Garcia,18,2.05,27,Junior,Criminal Justice
Andrew Brown,16,4.27,57,Victory Lap,Construction
Kaden Willaims,19,3.31,13,Freshman,Marketing
Benedict Foster,16,0.99,30,Junior,Business
Van Garcia,17,3.81,18,Victory Lap,Early Childhood Education
Elijah Davis,17,2.19,1,Senior,Marketing
Kyan Davis,15,2.43,30,Victory Lap,Engineering
Roman Moore,15,3.0,0,Senior,Early Childhood Education
Aiden Smith,18,4.18,44,Junior,Early College
Noah Davis,18,0.94,52,Senior,Early Childhood Education
Lucian Moore,17,1.78,5,Freshman,Computer Science
Jane DeFreitas,15,1.01,32,Sophomore,Criminal Justice
Eliana Willaims,15,0.39,60,Senior,Culinary
Roman Fogarty,15,1.52,4,Victory Lap,Computer Science
Jane Foster,19,2.39,41,Victory Lap,Early Childhood Education
Danielle Wilson,14,2.26,1,Senior,Culinary
Jane Smith,19,1.01,42,Sophomore,Bio Med
Benedict Davis,19,2.53,22,Victory Lap,Culinary
Van Smith,19,2.0,1,Victory Lap,Engineering
Lucian Miller,18,4.09,56,Sophomore,Culinary
Lucian Foster,17,0.74,23,Victory Lap,Marketing
Lucian Jones,19,4.0,2,Sophomore,Criminal Justice
Benedict Willaims,14,0.97,60,Victory Lap,Engineering
Emmy Davis,15,3.14,60,Senior,Engineering
Ben Fogarty,16,2.0,58,Victory Lap,Computer Science
Rachel DeFreitas,15,3.9,14,Senior,Engineering
Elijah Davis,19,3.95,32,Senior,Construction
Jane Anderson,19,0.42,50,Freshman,Early College
Alexis Brown,19,3.91,46,Junior,Construction
Alexis Willaims,15,3.89,51,Sophomore,Marketing
Marge Johnson,16,2.37,53,Freshman,Criminal Justice
Jane Brown,18,1.13,33,Victory Lap,Criminal Justice
Lisa Foster,18,3.1,49,Sophomore,Business
Benedict Miller,15,0.92,29,Freshman,Culinary
Joe Foster,16,2.34,53,Freshman,Early College
Andrew Davis,16,0.39,38,Senior,Early Childhood Education
Joe Moore,14,2.15,32,Sophomore,Business
Joe Miller,17,3.05,35,Victory Lap,Engineering
Jill Davis,18,3.41,33,Freshman,Bio Med
Eliana Willaims,15,3.71,48,Victory Lap,Criminal Justice
Keaton Anderson,19,0.48,52,Junior,Early Childhood Education
Andrew Foster,19,4.18,11,Sophomore,Culinary
Lucian Smith,18,0.53,57,Senior,Early College
Emmy Moore,17,2.48,17,Victory Lap,Marketing
Lucian DeFreitas,17,1.74,14,Senior,Criminal Justice
Emma Johnson,17,3.75,17,Sophomore,Bio Med
Roman Foster,15,1.49,60,Victory Lap,Computer Science
Benedict Smith,16,1.42,13,Freshman,Construction
Roman Jones,18,0.39,12,Senior,Marketing
Kyan DeFreitas,16,2.15,9,Freshman,Computer Science
Marge Wilson,19,1.91,38,Victory Lap,Construction
Lucian Brown,15,2.24,32,Junior,Culinary
Noah Moore,18,1.0,57,Senior,Engineering
Noah Jones,19,1.17,60,Victory Lap,Bio Med
Noah Manukyan,17,4.19,21,Junior,Business
Roman Smith,15,4.01,8,Sophomore,Culinary
Lucian Fogarty,15,3.79,28,Victory Lap,Bio Med
Noah Garcia,14,0.55,39,Senior,Bio Med
Eliana DeFreitas,18,2.11,21,Junior,Bio Med
Rachel DeFreitas,18,2.79,17,Senior,Marketing
Lisa Davis,17,0.43,36,Victory Lap,Computer Science
Roman Davis,15,2.63,43,Junior,Culinary
Elijah Miller,19,3.62,51,Senior,Engineering
Kyan Brown,18,1.85,26,Junior,Criminal Justice
Katerina Brown,15,4.21,42,Junior,Business
Lisa Foster,14,1.52,46,Senior,Culinary
Ben Fogarty,17,4.16,47,Victory Lap,Computer Science
Alexis Manukyan,18,2.31,56,Sophomore,Criminal Justice
Mac Miller,16,4.22,26,Sophomore,Culinary
Mac Fogarty,16,0.74,17,Freshman,Bio Med
Jill Johnson,14,2.36,35,Victory Lap,Early Childhood Education
Danielle Wilson,15,1.83,7,Senior,Marketing
Aiden Johnson,19,0.99,42,Senior,Marketing
Aiden Garcia,16,3.53,59,Freshman,Marketing
Mac Johnson,17,3.69,48,Junior,Engineering
Noah Garcia,17,1.11,38,Freshman,Criminal Justice
Jill Davis,14,1.57,51,Junior,Early Childhood Education
Alexis Smith,19,1.45,14,Freshman,Computer Science
Alexis Davis,17,3.16,57,Victory Lap,Construction
Roman Smith,15,0.76,37,Sophomore,Culinary
Keaton Johnson,17,2.72,55,Victory Lap,Construction
Ben Jones,15,1.49,43,Sophomore,Business
Alexis Fogarty,18,1.78,56,Victory Lap,Marketing
Noah Wilson,18,2.23,23,Senior,Culinary
Elijah Davis,18,2.55,23,Junior,Bio Med
Lucian Wilson,19,2.49,1,Senior,Engineering
Kyan Manukyan,18,3.14,44,Victory Lap,Culinary
Aiden Willaims,16,2.26,34,Senior,Construction
Lucian Wilson,19,0.68,43,Victory Lap,Early College
Lisa Willaims,15,2.06,15,Sophomore,Computer Science
Mac Anderson,16,2.12,48,Junior,Criminal Justice
Emmy Smith,15,3.79,6,Senior,Criminal Justice
Rachel Miller,15,4.03,53,Junior,Bio Med
Benedict Johnson,16,3.83,50,Junior,Early Childhood Education
Rachel Moore,15,3.79,48,Junior,Bio Med
Van Jones,16,1.05,37,Freshman,Bio Med
Emma Brown,15,2.65,52,Junior,Engineering
Eliana Brown,15,1.71,41,Victory Lap,Criminal Justice
Aiden Foster,16,1.73,24,Sophomore,Computer Science
Benedict Garcia,16,1.04,55,Victory Lap,Marketing
Lisa Jones,14,1.33,29,Sophomore,Criminal Justice
Alexis Wilson,16,2.0,58,Freshman,Criminal Justice
Jill Johnson,14,1.28,27,Junior,Culinary
Noah Smith,17,1.53,60,Sophomore,Computer Science
Andrew Miller,19,2.82,16,Victory Lap,Culinary
Keaton Garcia,19,2.7,13,Junior,Computer Science
Benedict Jones,19,0.55,27,Freshman,Computer Science
Jane Johnson,14,2.57,37,Senior,Construction
Andrew Garcia,17,0.67,44,Sophomore,Engineering
Katerina Garcia,15,1.03,7,Sophomore,Marketing
Aiden Wilson,16,0.31,54,Freshman,Early Childhood Education
Van DeFreitas,15,1.82,45,Senior,Construction
Emmy Garcia,18,3.05,12,Sophomore,Culinary
Lisa Willaims,14,1.58,0,Junior,Construction
Joe Manukyan,18,3.87,17,Junior,Criminal Justice
Elijah Foster,14,1.07,44,Senior,Early Childhood Education
Van DeFreitas,14,3.12,40,Sophomore,Culinary
Roman Miller,14,1.53,51,Freshman,Culinary
Jill Wilson,15,1.15,44,Senior,Business
Katerina Anderson,17,3.76,4,Sophomore,Engineering
Joe Garcia,17,1.39,32,Junior,Early Childhood Education
Ben Miller,18,2.75,2,Victory Lap,Computer Science
Danielle Moore,15,0.94,25,Junior,Bio Med
Katerina Johnson,16,0.82,41,Victory Lap,Engineering
Elijah Brown,17,3.39,0,Senior,Early College
Mac Manukyan,18,0.33,44,Junior,Computer Science
Emma Wilson,16,3.98,60,Junior,Bio Med
Kyan Wilson,18,3.55,45,Senior,Bio Med
Jill Smith,15,3.05,54,Sophomore,Bio Med
Lisa Jones,18,0.54,31,Victory Lap,Early Childhood Education
Joe Moore,19,3.58,5,Victory Lap,Early Childhood Education
Ben Miller,14,4.03,37,Junior,Construction
Emma Jones,19,1.12,44,Senior,Early College
Benedict Fogarty,17,1.49,53,Junior,Bio Med
Ben Foster,14,1.73,47,Senior,Engineering
Danielle DeFreitas,14,1.94,31,Junior,Computer Science
Emmy Moore,17,3.18,45,Senior,Computer Science
Noah Moore,17,3.16,34,Victory Lap,Business
Elijah Foster,19,1.77,24,Victory Lap,Early Childhood Education
Kyan Johnson,17,0.8,18,Victory Lap,Computer Science
Marge Brown,15,1.79,36,Freshman,Business
Emmy Willaims,18,3.51,5,Senior,Construction
Marge Foster,14,2.45,1,Senior,Early College
Jill Manukyan,17,2.41,60,Senior,Bio Med
Ben Garcia,15,2.65,7,Senior,Early Childhood Education
Jill DeFreitas,19,3.57,50,Victory Lap,Engineering
Rachel Johnson,15,3.3,38,Junior,Business
Aiden Davis,15,3.67,44,Junior,Engineering
Andrew Miller,19,1.32,1,Sophomore,Computer Science
Joe Garcia,18,4.12,60,Junior,Business
Kaden Moore,16,2.23,47,Junior,Culinary
Kaden Manukyan,19,0.98,23,Junior,Early Childhood Education
Benedict Foster,18,4.03,12,Senior,Engineering
Jane Davis,17,1.99,37,Victory Lap,Bio Med
Ben Brown,14,1.06,24,Senior,Computer Science
Kyan DeFreitas,19,4.21,7,Freshman,Marketing
Mac Johnson,15,2.63,4,Sophomore,Construction
Emma Anderson,16,3.1,43,Freshman,Early Childhood Education
Lucian Jones,17,2.58,35,Freshman,Early Childhood Education
Jane Garcia,17,3.77,24,Senior,Bio Med
Katerina Brown,19,3.08,59,Victory Lap,Marketing
Mac Moore,19,2.9,25,Senior,Early Childhood Education
Keaton DeFreitas,17,2.91,24,Senior,Criminal Justice
Andrew Miller,15,2.86,49,Freshman,Criminal Justice
Van Jones,14,0.33,27,Junior,Early Childhood Education
Benedict Davis,18,4.29,18,Freshman,Culinary
Katerina Brown,16,3.16,27,Senior,Construction
Emma Davis,14,1.21,30,Freshman,Marketing
Marge DeFreitas,14,0.71,38,Sophomore,Early College
Lisa Fogarty,17,3.47,52,Victory Lap,Early College
Roman Davis,19,1.76,45,Junior,Business
Lucian Garcia,17,3.37,1,Senior,Criminal Justice
Keaton Foster,15,2.4,27,Victory Lap,Bio Med
Eliana Manukyan,17,1.27,28,Victory Lap,Computer Science
Emma Foster,17,0.74,50,Junior,Engineering
Kyan Johnson,17,2.31,23,Freshman,Engineering
Kyan Fogarty,16,2.49,37,Junior,Engineering
Lucian Anderson,18,3.84,39,Freshman,Culinary
Benedict Manukyan,17,1.19,2,Senior,Construction
Roman Foster,16,3.08,3,Sophomore,Early Childhood Education
Aiden Moore,17,0.94,1,Junior,Culinary
Lucian Smith,16,1.77,7,Sophomore,Engineering
Benedict Manukyan,18,3.93,26,Victory Lap,Early College
Emma Moore,14,2.19,32,Senior,Culinary
Roman Garcia,16,2.6,20,Senior,Construction
Lisa Brown,15,0.69,25,Sophomore,Early Childhood Education
Katerina Manukyan,16,0.45,46,Sophomore,Culinary
Lisa Davis,16,1.11,33,Sophomore,Marketing
Keaton Davis,14,1.62,11,Senior,Early College
Jane Johnson,17,1.74,27,Senior,Culinary
Kyan Davis,18,3.68,33,Freshman,Marketing
Lisa Garcia,14,3.82,13,Senior,Early Childhood Education
Van Miller,18,0.79,58,Junior,Culinary
Katerina Smith,17,2.69,43,Junior,Construction
Katerina Miller,15,1.44,43,Senior,Criminal Justice
Noah Davis,15,1.64,1,Junior,Criminal Justice
Jill Brown,15,2.75,21,Victory Lap,Construction
Aiden Jones,18,2.14,4,Senior,Marketing
Alexis Smith,16,1.14,51,Freshman,Early College
Rachel Anderson,15,2.97,31,Freshman,Construction
Ben Garcia,19,0.49,17,Junior,Computer Science
Andrew DeFreitas,17,1.58,17,Victory Lap,Early Childhood Education
Keaton Garcia,14,0.65,35,Senior,Bio Med
Mac Brown,17,0.74,9,Victory Lap,Culinary
Katerina Wilson,15,3.47,1,Junior,Construction
Keaton Moore,19,1.15,51,Junior,Computer Science
Keaton Manukyan,18,0.83,15,Senior,Criminal Justice
Alexis Miller,17,3.56,45,Senior,Criminal Justice
Andrew Wilson,18,2.8,20,Senior,Culinary
Noah Wilson,19,1.55,57,Junior,Culinary
Katerina Johnson,17,4.15,54,Sophomore,Computer Science
Jill Miller,14,2.11,19,Junior,Construction
Danielle DeFreitas,14,0.71,2,Sophomore,Criminal Justice
Joe Wilson,17,1.63,12,Sophomore,Marketing
Lucian Miller,16,0.33,22,Victory Lap,Computer Science
Alexis Foster,19,4.26,52,Victory Lap,Construction
Marge Brown,14,3.3,56,Sophomore,Engineering
Andrew Smith,17,3.98,27,Senior,Criminal Justice
Jill Brown,18,3.99,47,Freshman,Engineering
Lucian Garcia,19,0.86,41,Junior,Construction
Benedict Davis,15,3.75,42,Freshman,Computer Science
Lisa DeFreitas,14,0.89,41,Junior,Marketing
Ben Fogarty,19,3.26,29,Junior,Early College
Jill Miller,18,1.2,24,Victory Lap,Construction
Roman Smith,15,3.34,12,Sophomore,Bio Med
Katerina Wilson,17,1.69,52,Victory Lap,Culinary
Kyan Smith,17,3.14,10,Junior,Construction
Van DeFreitas,18,1.17,24,Senior,Criminal Justice
Keaton Smith,17,2.8,60,Freshman,Early Childhood Education
Rachel Fogarty,18,4.13,50,Freshman,Engineering
Elijah Miller,18,1.69,46,Sophomore,Marketing
Joe Manukyan,15,4.1,53,Freshman,Culinary
Emmy Miller,14,2.57,47,Junior,Marketing
Van Wilson,16,3.59,48,Sophomore,Marketing
Lucian Anderson,16,1.68,47,Sophomore,Business
Emma Brown,19,3.34,40,Junior,Culinary
Emmy DeFreitas,15,2.26,23,Sophomore,Bio Med
Jill Moore,15,0.57,30,Junior,Early College
Kyan Davis,17,2.41,60,Freshman,Business
Alexis Manukyan,19,0.63,55,Senior,Engineering
Ben Jones,15,2.85,32,Victory Lap,Business
Van Jones,17,1.8,30,Freshman,Early Childhood Education
Katerina DeFreitas,14,1.83,9,Junior,Computer Science
Lisa DeFreitas,16,2.11,9,Victory Lap,Early College
Van Davis,14,0.8,53,Freshman,Criminal Justice
Rachel Johnson,16,1.41,55,Sophomore,Criminal Justice
Elijah Miller,17,3.92,29,Victory Lap,Criminal Justice
Benedict Miller,19,3.06,43,Victory Lap,Culinary
Emma Johnson,17,3.89,55,Junior,Criminal Justice
Elijah Willaims,19,1.35,21,Freshman,Culinary
Katerina Moore,19,2.4,57,Sophomore,Criminal Justice
Eliana Johnson,15,1.49,11,Victory Lap,Engineering
Emmy Foster,19,0.77,23,Junior,Business
Alexis Brown,18,2.68,4,Victory Lap,Early College
Joe Brown,18,4.27,24,Junior,Early Childhood Education
Lucian Manukyan,16,3.49,34,Victory Lap,Computer Science
Mac Moore,16,1.55,22,Junior,Computer Science
Mac Garcia,15,0.94,40,Freshman,Culinary
Roman Brown,19,1.42,40,Senior,Construction
Emma DeFreitas,16,1.17,24,Senior,Bio Med
Jane Foster,18,0.73,23,Freshman,Early College
Emmy Foster,19,4.15,48,Victory Lap,Bio Med
Mac Fogarty,15,2.57,46,Freshman,Culinary
Joe Jones,19,0.41,18,Victory Lap,Computer Science
Eliana Johnson,15,0.65,33,Junior,Engineering
Keaton Brown,19,1.58,28,Freshman,Early Childhood Education
Marge Manukyan,17,2.1,12,Junior,Computer Science
Emmy DeFreitas,17,1.9,17,Junior,Criminal Justice
Keaton Manukyan,15,3.9,10,Freshman,Criminal Justice
Keaton Brown,19,2.2,27,Senior,Marketing
Keaton Smith,18,1.65,29,Victory Lap,Construction
Danielle Fogarty,19,0.85,13,Junior,Bio Med
Kaden DeFreitas,16,1.68,38,Victory Lap,Computer Science
Kaden Smith,18,1.43,30,Sophomore,Engineering
Roman Anderson,15,0.99,16,Victory Lap,Culinary
Katerina Fogarty,15,0.44,27,Freshman,Business
Rachel Wilson,18,3.51,17,Junior,Bio Med
Joe Willaims,15,0.89,23,Victory Lap,Criminal Justice
Danielle Miller,14,3.2,11,Victory Lap,Culinary
Noah Foster,16,0.83,38,Freshman,Computer Science
Rachel Miller,18,1.45,8,Sophomore,Early Childhood Education
